payment_id,merchant_id,customer_id,failure_id,attempt_id,recovered,amount_inr,payment_method,gateway,transaction_hour,day_of_week,is_weekend,failure_category,error_code,retryable,merchant_segment,industry,merchant_historical_tx_count,merchant_historical_failure_rate,merchant_historical_recovery_rate,gateway_historical_latency_ms,gateway_historical_success_rate,gateway_historical_error_rate,gateway_historical_incident_count,strategy,attempt_number,delay_minutes,predicted_recovery_probability,status,attempt_status,recovered_amount_inr,risk_amount_inr,resolved_at,merchant_historical_recovered_count,created_at,merchant_name
pay_100365,m_1002,cust_1126,fail_12376,att_12376,1,1508.08,UPI,ICICI UPI,5,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,474,66.46,33.54,173.1,97.53,2.47,0,Smart gateway retry,0,15,0.65,Success,Recovered,1508.08,0.0,2026-05-20 18:28:00,159.0,2026-05-20 05:00:00,SwiftPay Stores
pay_103808,m_1003,cust_1127,fail_12377,att_12377,0,758.88,Card,ICICI UPI,5,2,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,468,65.6,34.4,173.1,97.53,2.47,0,Retry after 10 minutes,1,10,0.896,Failed,Failed,0.0,758.88,,161.0,2026-05-20 05:00:00,UrbanNest
pay_103243,m_1004,cust_1128,fail_12378,att_12378,0,2955.53,UPI,Razorpay,5,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,459,63.83,36.17,159.3,97.84,2.16,0,OTP reminder,2,15,0.624,Failed,Failed,0.0,2955.53,,166.0,2026-05-20 05:00:00,CloudMart
pay_103900,m_1001,cust_1129,fail_12379,att_12379,1,1396.02,UPI,SBI Card Gateway,7,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,485,63.09,36.91,211.58,94.83,5.17,1,Retry after 10 minutes,0,10,0.832,Success,Recovered,1396.02,0.0,2026-05-20 10:41:00,179.0,2026-05-20 07:00:00,NovaCart
pay_101915,m_1004,cust_1131,fail_12381,att_12381,0,3477.07,NetBanking,Razorpay,10,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,460,63.91,36.09,159.3,97.84,2.16,0,Retry after 10 minutes,1,10,0.773,Failed,Failed,0.0,3477.07,,166.0,2026-05-20 10:00:00,CloudMart
pay_100716,m_1003,cust_1130,fail_12380,att_12380,0,6617.04,Card,Razorpay,10,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,SMB,E-commerce & Retail,469,65.67,34.33,159.3,97.84,2.16,0,UPI payment link,3,15,0.396,Failed,Failed,0.0,6617.04,,161.0,2026-05-20 10:00:00,UrbanNest
pay_101719,m_1000,cust_1134,fail_12384,att_12384,0,4073.3,Wallet,Razorpay,13,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,490,66.94,33.06,159.3,97.84,2.16,0,Alternate payment method,1,15,0.324,Failed,Failed,0.0,4073.3,,162.0,2026-05-20 13:00:00,Apex Retail Pvt Ltd
pay_101164,m_1001,cust_1132,fail_12382,att_12382,1,1669.85,NetBanking,Razorpay,13,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,486,62.96,37.04,159.3,97.84,2.16,0,Retry after 10 minutes,2,10,0.786,Success,Recovered,1669.85,0.0,2026-05-21 02:57:00,180.0,2026-05-20 13:00:00,NovaCart
pay_104684,m_1004,cust_1133,fail_12383,att_12383,0,4934.8,UPI,Razorpay,13,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Growth,E-commerce & Retail,461,63.99,36.01,159.3,97.84,2.16,0,Alternate payment method,2,15,0.167,Failed,Failed,0.0,4934.8,,166.0,2026-05-20 13:00:00,CloudMart
pay_102263,m_1002,cust_1135,fail_12385,att_12385,0,726.17,UPI,HDFC Gateway,15,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,475,66.32,33.68,227.48,94.23,5.77,1,Smart gateway retry,2,15,0.736,Failed,Failed,0.0,726.17,,160.0,2026-05-20 15:00:00,SwiftPay Stores
pay_103420,m_1000,cust_1136,fail_12386,att_12386,0,468.3,UPI,Axis Wallet,15,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,491,67.01,32.99,163.48,98.3,1.7,0,Retry after 10 minutes,1,10,0.896,Failed,Failed,0.0,468.3,,162.0,2026-05-20 15:00:00,Apex Retail Pvt Ltd
pay_100548,m_1001,cust_1137,fail_12387,att_12387,1,2603.59,Card,SBI Card Gateway,17,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,487,62.83,37.17,211.58,94.83,5.17,1,OTP reminder,0,15,0.496,Success,Recovered,2603.59,0.0,2026-05-21 11:25:00,181.0,2026-05-20 17:00:00,NovaCart
pay_101459,m_1003,cust_1138,fail_12388,att_12388,0,990.84,UPI,Razorpay,17,2,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,470,65.74,34.26,159.3,97.84,2.16,0,Retry after 10 minutes,0,10,0.935,Failed,Pending,0.0,990.84,,161.0,2026-05-20 17:00:00,UrbanNest
pay_102875,m_1000,cust_1139,fail_12389,att_12389,0,5609.57,UPI,Razorpay,18,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,492,67.07,32.93,159.3,97.84,2.16,0,Smart gateway retry,0,15,0.805,Failed,Pending,0.0,5609.57,,162.0,2026-05-20 18:00:00,Apex Retail Pvt Ltd
pay_103653,m_1002,cust_1140,fail_12390,att_12390,0,2894.44,UPI,Razorpay,19,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,476,66.39,33.61,159.3,97.84,2.16,0,OTP reminder,0,15,0.657,Failed,Pending,0.0,2894.44,,160.0,2026-05-20 19:00:00,SwiftPay Stores
pay_100802,m_1003,cust_1141,fail_12391,att_12391,0,2965.09,Card,Razorpay,19,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,SMB,E-commerce & Retail,471,65.82,34.18,159.3,97.84,2.16,0,Email reminder,2,15,0.481,Failed,Failed,0.0,2965.09,,161.0,2026-05-20 19:00:00,UrbanNest
pay_101582,m_1004,cust_1142,fail_12392,att_12392,0,2005.82,UPI,Razorpay,20,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Growth,E-commerce & Retail,462,64.07,35.93,159.3,97.84,2.16,0,Email reminder,0,15,0.358,Failed,Pending,0.0,2005.82,,166.0,2026-05-20 20:00:00,CloudMart
pay_104063,m_1003,cust_1143,fail_12393,att_12393,1,1683.03,UPI,Axis Wallet,21,2,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,472,65.89,34.11,163.48,98.3,1.7,0,Retry after 10 minutes,3,10,0.708,Success,Recovered,1683.03,0.0,2026-05-21 18:04:00,161.0,2026-05-20 21:00:00,UrbanNest
pay_100343,m_1000,cust_1144,fail_12394,att_12394,0,5413.65,Wallet,Razorpay,21,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,493,67.14,32.86,159.3,97.84,2.16,0,UPI payment link,1,15,0.457,Failed,Failed,0.0,5413.65,,162.0,2026-05-20 21:00:00,Apex Retail Pvt Ltd
pay_101206,m_1000,cust_1145,fail_12395,att_12395,0,1189.75,Card,Axis Wallet,21,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,494,67.21,32.79,163.48,98.3,1.7,0,Retry after 10 minutes,1,10,0.685,Failed,Failed,0.0,1189.75,,162.0,2026-05-20 21:00:00,Apex Retail Pvt Ltd
pay_101295,m_1001,cust_1146,fail_12396,att_12396,0,980.62,NetBanking,Razorpay,23,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,488,62.7,37.3,159.3,97.84,2.16,0,OTP reminder,0,15,0.714,Failed,Pending,0.0,980.62,,182.0,2026-05-20 23:00:00,NovaCart
pay_103656,m_1002,cust_1147,fail_12397,att_12397,0,16741.12,Wallet,ICICI UPI,23,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,477,66.46,33.54,173.1,97.53,2.47,0,OTP reminder,1,15,0.54,Failed,Failed,0.0,16741.12,,160.0,2026-05-20 23:00:00,SwiftPay Stores
pay_101679,m_1003,cust_1148,fail_12398,att_12398,1,2967.62,UPI,Razorpay,0,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,473,65.75,34.25,159.3,97.84,2.16,0,Alternate payment method,0,15,0.332,Success,Recovered,2967.62,0.0,2026-05-21 23:45:00,162.0,2026-05-21 00:00:00,UrbanNest
pay_100607,m_1002,cust_1149,fail_12399,att_12399,0,7502.47,Wallet,HDFC Gateway,1,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Mid-Market,E-commerce & Retail,478,66.53,33.47,227.48,94.23,5.77,1,UPI payment link,3,15,0.526,Failed,Failed,0.0,7502.47,,160.0,2026-05-21 01:00:00,SwiftPay Stores
pay_102810,m_1003,cust_1150,fail_12400,att_12400,1,2630.65,Card,ICICI UPI,4,3,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,SMB,E-commerce & Retail,474,65.61,34.39,173.1,97.53,2.47,0,Smart gateway retry,1,15,0.719,Success,Recovered,2630.65,0.0,2026-05-21 05:30:00,163.0,2026-05-21 04:00:00,UrbanNest
pay_103310,m_1000,cust_1152,fail_12402,att_12402,0,9490.57,Card,Razorpay,5,3,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,495,67.27,32.73,159.3,97.84,2.16,0,Retry after 10 minutes,1,10,0.869,Failed,Failed,0.0,9490.57,,162.0,2026-05-21 05:00:00,Apex Retail Pvt Ltd
pay_100016,m_1003,cust_1151,fail_12401,att_12401,0,900.86,Card,Razorpay,5,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,475,65.47,34.53,159.3,97.84,2.16,0,Alternate payment method,3,15,0.413,Failed,Failed,0.0,900.86,,164.0,2026-05-21 05:00:00,UrbanNest
pay_103664,m_1004,cust_1153,fail_12403,att_12403,0,1106.97,NetBanking,Razorpay,6,3,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,463,64.15,35.85,159.3,97.84,2.16,0,Retry after 10 minutes,0,10,0.971,Failed,Pending,0.0,1106.97,,166.0,2026-05-21 06:00:00,CloudMart
pay_101441,m_1001,cust_1154,fail_12404,att_12404,0,2390.62,UPI,Axis Wallet,7,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,489,62.78,37.22,163.48,98.3,1.7,0,OTP reminder,3,15,0.711,Failed,Failed,0.0,2390.62,,182.0,2026-05-21 07:00:00,NovaCart
pay_100999,m_1004,cust_1155,fail_12405,att_12405,0,8548.31,Wallet,Razorpay,7,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Growth,E-commerce & Retail,464,64.22,35.78,159.3,97.84,2.16,0,UPI payment link,0,15,0.354,Failed,Pending,0.0,8548.31,,166.0,2026-05-21 07:00:00,CloudMart
pay_102958,m_1001,cust_1156,fail_12406,att_12406,1,3915.11,Wallet,ICICI UPI,8,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,490,62.86,37.14,173.1,97.53,2.47,0,UPI payment link,3,15,0.46,Success,Recovered,3915.11,0.0,2026-05-21 21:37:00,182.0,2026-05-21 08:00:00,NovaCart
pay_104108,m_1003,cust_1157,fail_12407,att_12407,0,1373.08,UPI,ICICI UPI,9,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,SMB,E-commerce & Retail,476,65.55,34.45,173.1,97.53,2.47,0,OTP reminder,3,15,0.593,Failed,Failed,0.0,1373.08,,164.0,2026-05-21 09:00:00,UrbanNest
pay_104395,m_1002,cust_1158,fail_12408,att_12408,0,3208.49,UPI,SBI Card Gateway,10,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Mid-Market,E-commerce & Retail,479,66.6,33.4,211.58,94.83,5.17,1,Alternate payment method,1,15,0.311,Failed,Failed,0.0,3208.49,,160.0,2026-05-21 10:00:00,SwiftPay Stores
pay_102742,m_1000,cust_1159,fail_12409,att_12409,1,3590.2,UPI,Razorpay,10,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,496,67.34,32.66,159.3,97.84,2.16,0,Email reminder,3,15,0.542,Success,Recovered,3590.2,0.0,2026-05-22 05:25:00,162.0,2026-05-21 10:00:00,Apex Retail Pvt Ltd
pay_103994,m_1003,cust_1160,fail_12410,att_12410,0,1894.17,UPI,Razorpay,13,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,SMB,E-commerce & Retail,477,65.62,34.38,159.3,97.84,2.16,0,Email reminder,0,15,0.54,Failed,Pending,0.0,1894.17,,164.0,2026-05-21 13:00:00,UrbanNest
pay_102312,m_1000,cust_1161,fail_12411,att_12411,1,1490.17,UPI,Razorpay,19,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,497,67.2,32.8,159.3,97.84,2.16,0,OTP reminder,1,15,0.664,Success,Recovered,1490.17,0.0,2026-05-22 01:05:00,163.0,2026-05-21 19:00:00,Apex Retail Pvt Ltd
pay_103939,m_1001,cust_1162,fail_12412,att_12412,1,2040.06,NetBanking,Axis Wallet,20,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,491,62.73,37.27,163.48,98.3,1.7,0,UPI payment link,2,15,0.475,Success,Recovered,2040.06,0.0,2026-05-22 13:54:00,183.0,2026-05-21 20:00:00,NovaCart
pay_100896,m_1004,cust_1163,fail_12413,att_12413,0,3380.41,UPI,Razorpay,22,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Growth,E-commerce & Retail,465,64.3,35.7,159.3,97.84,2.16,0,Alternate payment method,1,15,0.245,Failed,Failed,0.0,3380.41,,166.0,2026-05-21 22:00:00,CloudMart
pay_103902,m_1001,cust_1164,fail_12414,att_12414,1,2757.75,Card,Razorpay,22,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,492,62.6,37.4,159.3,97.84,2.16,0,UPI payment link,1,15,0.421,Success,Recovered,2757.75,0.0,2026-05-22 09:24:00,184.0,2026-05-21 22:00:00,NovaCart
pay_102065,m_1000,cust_1165,fail_12415,att_12415,0,1514.07,Card,Razorpay,0,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,498,67.07,32.93,159.3,97.84,2.16,0,Alternate payment method,0,15,0.514,Failed,Pending,0.0,1514.07,,164.0,2026-05-22 00:00:00,Apex Retail Pvt Ltd
pay_104394,m_1001,cust_1166,fail_12416,att_12416,1,6080.03,Card,Razorpay,0,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,493,62.47,37.53,159.3,97.84,2.16,0,Alternate payment method,0,15,0.372,Success,Recovered,6080.03,0.0,2026-05-22 19:10:00,185.0,2026-05-22 00:00:00,NovaCart
pay_100444,m_1001,cust_1168,fail_12418,att_12418,1,6337.34,Card,Axis Wallet,2,4,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,494,62.35,37.65,163.48,98.3,1.7,0,Retry after 10 minutes,3,10,0.788,Success,Recovered,6337.34,0.0,2026-05-22 11:15:00,186.0,2026-05-22 02:00:00,NovaCart
pay_100939,m_1000,cust_1167,fail_12417,att_12417,0,4798.45,Wallet,Razorpay,2,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,499,67.13,32.87,159.3,97.84,2.16,0,UPI payment link,1,15,0.318,Failed,Failed,0.0,4798.45,,164.0,2026-05-22 02:00:00,Apex Retail Pvt Ltd
pay_101240,m_1001,cust_1172,fail_12422,att_12422,1,2042.33,NetBanking,HDFC Gateway,3,4,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,495,62.22,37.78,227.48,94.23,5.77,1,Retry after 10 minutes,0,10,0.766,Success,Recovered,2042.33,0.0,2026-05-22 17:35:00,187.0,2026-05-22 03:00:00,NovaCart
pay_101050,m_1003,cust_1171,fail_12421,att_12421,1,574.01,UPI,SBI Card Gateway,3,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,478,65.69,34.31,211.58,94.83,5.17,1,Alternate payment method,1,15,0.445,Success,Recovered,574.01,0.0,2026-05-22 22:23:00,164.0,2026-05-22 03:00:00,UrbanNest
pay_101489,m_1004,cust_1170,fail_12420,att_12420,0,2158.06,Card,Razorpay,3,4,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Growth,E-commerce & Retail,466,64.38,35.62,159.3,97.84,2.16,0,Email reminder,3,15,0.34,Failed,Failed,0.0,2158.06,,166.0,2026-05-22 03:00:00,CloudMart
pay_102951,m_1000,cust_1169,fail_12419,att_12419,0,4119.76,UPI,SBI Card Gateway,3,4,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,500,67.2,32.8,211.58,94.83,5.17,1,Smart gateway retry,1,15,0.724,Failed,Failed,0.0,4119.76,,164.0,2026-05-22 03:00:00,Apex Retail Pvt Ltd
pay_104535,m_1003,cust_1173,fail_12423,att_12423,0,722.38,Card,ICICI UPI,5,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,SMB,E-commerce & Retail,479,65.55,34.45,173.1,97.53,2.47,0,UPI payment link,0,15,0.303,Failed,Pending,0.0,722.38,,165.0,2026-05-22 05:00:00,UrbanNest
pay_102900,m_1001,cust_1174,fail_12424,att_12424,0,2613.66,UPI,Razorpay,6,4,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,496,62.1,37.9,159.3,97.84,2.16,0,Retry after 10 minutes,3,10,0.892,Failed,Failed,0.0,2613.66,,188.0,2026-05-22 06:00:00,NovaCart
pay_101617,m_1001,cust_1175,fail_12425,att_12425,0,1248.49,UPI,ICICI UPI,7,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,497,62.17,37.83,173.1,97.53,2.47,0,Alternate payment method,3,15,0.448,Failed,Failed,0.0,1248.49,,188.0,2026-05-22 07:00:00,NovaCart
pay_104168,m_1004,cust_1176,fail_12426,att_12426,1,2193.66,Card,ICICI UPI,8,4,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,467,64.45,35.55,173.1,97.53,2.47,0,Retry after 10 minutes,3,10,0.963,Success,Recovered,2193.66,0.0,2026-05-22 14:32:00,166.0,2026-05-22 08:00:00,CloudMart
pay_101216,m_1000,cust_1177,fail_12427,att_12427,0,8518.95,NetBanking,SBI Card Gateway,8,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,501,67.27,32.73,211.58,94.83,5.17,1,UPI payment link,2,15,0.293,Failed,Failed,0.0,8518.95,,164.0,2026-05-22 08:00:00,Apex Retail Pvt Ltd
pay_104172,m_1000,cust_1178,fail_12428,att_12428,0,1339.8,Card,Razorpay,10,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,502,67.33,32.67,159.3,97.84,2.16,0,Alternate payment method,3,15,0.257,Failed,Failed,0.0,1339.8,,164.0,2026-05-22 10:00:00,Apex Retail Pvt Ltd
pay_102250,m_1004,cust_1181,fail_12431,att_12431,0,2871.2,UPI,HDFC Gateway,11,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Growth,E-commerce & Retail,468,64.32,35.68,227.48,94.23,5.77,1,Alternate payment method,2,15,0.143,Failed,Failed,0.0,2871.2,,167.0,2026-05-22 11:00:00,CloudMart
pay_102714,m_1000,cust_1180,fail_12430,att_12430,1,7295.22,UPI,HDFC Gateway,11,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,503,67.4,32.6,227.48,94.23,5.77,1,OTP reminder,0,15,0.686,Success,Recovered,7295.22,0.0,2026-05-22 15:55:00,164.0,2026-05-22 11:00:00,Apex Retail Pvt Ltd
pay_100419,m_1003,cust_1179,fail_12429,att_12429,0,2231.37,Card,Razorpay,11,4,0,User Abandoned,BAD_REQUEST_ABANDONED,True,SMB,E-commerce & Retail,480,65.62,34.38,159.3,97.84,2.16,0,Email reminder,2,15,0.436,Failed,Failed,0.0,2231.37,,165.0,2026-05-22 11:00:00,UrbanNest
pay_100114,m_1002,cust_1182,fail_12432,att_12432,0,12583.14,UPI,Razorpay,14,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,480,66.67,33.33,159.3,97.84,2.16,0,OTP reminder,2,15,0.632,Failed,Failed,0.0,12583.14,,160.0,2026-05-22 14:00:00,SwiftPay Stores
pay_103011,m_1003,cust_1183,fail_12433,att_12433,0,4258.45,Card,ICICI UPI,14,4,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,481,65.7,34.3,173.1,97.53,2.47,0,Retry after 10 minutes,3,10,0.693,Failed,Failed,0.0,4258.45,,165.0,2026-05-22 14:00:00,UrbanNest
pay_103761,m_1002,cust_1184,fail_12434,att_12434,0,7145.61,Card,Razorpay,15,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Mid-Market,E-commerce & Retail,481,66.74,33.26,159.3,97.84,2.16,0,UPI payment link,0,15,0.32,Failed,Pending,0.0,7145.61,,160.0,2026-05-22 15:00:00,SwiftPay Stores
pay_102684,m_1001,cust_1185,fail_12435,att_12435,0,4791.13,UPI,HDFC Gateway,15,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,498,62.25,37.75,227.48,94.23,5.77,1,Alternate payment method,3,15,0.518,Failed,Failed,0.0,4791.13,,188.0,2026-05-22 15:00:00,NovaCart
pay_104961,m_1001,cust_1186,fail_12436,att_12436,0,15784.77,UPI,Razorpay,16,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,499,62.32,37.68,159.3,97.84,2.16,0,UPI payment link,2,15,0.392,Failed,Failed,0.0,15784.77,,188.0,2026-05-22 16:00:00,NovaCart
pay_103375,m_1003,cust_1187,fail_12437,att_12437,0,809.48,Wallet,HDFC Gateway,16,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,482,65.77,34.23,227.48,94.23,5.77,1,Alternate payment method,3,15,0.372,Failed,Failed,0.0,809.48,,165.0,2026-05-22 16:00:00,UrbanNest
pay_103376,m_1001,cust_1188,fail_12438,att_12438,0,3359.78,UPI,SBI Card Gateway,16,4,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,500,62.4,37.6,211.58,94.83,5.17,1,Smart gateway retry,3,15,0.772,Failed,Failed,0.0,3359.78,,188.0,2026-05-22 16:00:00,NovaCart
pay_100628,m_1004,cust_1190,fail_12440,att_12440,1,2441.77,NetBanking,SBI Card Gateway,17,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,469,64.39,35.61,211.58,94.83,5.17,1,OTP reminder,1,15,0.697,Success,Recovered,2441.77,0.0,2026-05-22 17:07:00,167.0,2026-05-22 17:00:00,CloudMart
pay_100158,m_1004,cust_1189,fail_12439,att_12439,0,923.72,UPI,HDFC Gateway,17,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Growth,E-commerce & Retail,470,64.26,35.74,227.48,94.23,5.77,1,UPI payment link,1,15,0.281,Failed,Failed,0.0,923.72,,168.0,2026-05-22 17:00:00,CloudMart
pay_101151,m_1002,cust_1191,fail_12441,att_12441,0,12174.61,UPI,Razorpay,18,4,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Mid-Market,E-commerce & Retail,482,66.8,33.2,159.3,97.84,2.16,0,Email reminder,0,15,0.33,Failed,Pending,0.0,12174.61,,160.0,2026-05-22 18:00:00,SwiftPay Stores
pay_104139,m_1003,cust_1192,fail_12442,att_12442,0,2262.06,NetBanking,SBI Card Gateway,19,4,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,SMB,E-commerce & Retail,483,65.84,34.16,211.58,94.83,5.17,1,Smart gateway retry,0,15,0.749,Failed,Pending,0.0,2262.06,,165.0,2026-05-22 19:00:00,UrbanNest
pay_100555,m_1004,cust_1193,fail_12443,att_12443,0,671.67,Wallet,HDFC Gateway,19,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,471,64.33,35.67,227.48,94.23,5.77,1,OTP reminder,1,15,0.656,Failed,Failed,0.0,671.67,,168.0,2026-05-22 19:00:00,CloudMart
pay_100875,m_1001,cust_1194,fail_12444,att_12444,0,4093.26,Card,SBI Card Gateway,19,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,501,62.48,37.52,211.58,94.83,5.17,1,UPI payment link,3,15,0.519,Failed,Failed,0.0,4093.26,,188.0,2026-05-22 19:00:00,NovaCart
pay_102349,m_1000,cust_1195,fail_12445,att_12445,0,589.66,UPI,Razorpay,20,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,504,67.26,32.74,159.3,97.84,2.16,0,OTP reminder,3,15,0.718,Failed,Failed,0.0,589.66,,165.0,2026-05-22 20:00:00,Apex Retail Pvt Ltd
pay_101766,m_1004,cust_1196,fail_12446,att_12446,0,183.66,Card,Razorpay,20,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Growth,E-commerce & Retail,472,64.41,35.59,159.3,97.84,2.16,0,UPI payment link,2,15,0.414,Failed,Failed,0.0,183.66,,168.0,2026-05-22 20:00:00,CloudMart
pay_104269,m_1003,cust_1197,fail_12447,att_12447,0,822.84,Card,Razorpay,20,4,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,484,65.91,34.09,159.3,97.84,2.16,0,Alternate payment method,1,15,0.321,Failed,Failed,0.0,822.84,,165.0,2026-05-22 20:00:00,UrbanNest
pay_103128,m_1001,cust_1198,fail_12448,att_12448,0,1455.24,Card,Axis Wallet,20,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,502,62.55,37.45,163.48,98.3,1.7,0,UPI payment link,0,15,0.329,Failed,Pending,0.0,1455.24,,188.0,2026-05-22 20:00:00,NovaCart
pay_104796,m_1002,cust_1200,fail_12450,att_12450,0,2962.15,Card,SBI Card Gateway,21,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Mid-Market,E-commerce & Retail,483,66.87,33.13,211.58,94.83,5.17,1,UPI payment link,3,15,0.431,Failed,Failed,0.0,2962.15,,160.0,2026-05-22 21:00:00,SwiftPay Stores
pay_104125,m_1000,cust_1199,fail_12449,att_12449,0,1504.65,Wallet,ICICI UPI,21,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,505,67.33,32.67,173.1,97.53,2.47,0,UPI payment link,1,15,0.405,Failed,Failed,0.0,1504.65,,165.0,2026-05-22 21:00:00,Apex Retail Pvt Ltd
pay_101007,m_1000,cust_1201,fail_12451,att_12451,0,2774.31,Card,Razorpay,23,4,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,506,67.39,32.61,159.3,97.84,2.16,0,Email reminder,2,15,0.211,Failed,Failed,0.0,2774.31,,165.0,2026-05-22 23:00:00,Apex Retail Pvt Ltd
