failure_id,payment_id,failure_category,error_code,retryable
fail_12617,pay_101967,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12618,pay_103138,Network Timeout,GATEWAY_TIMEOUT,True
fail_12619,pay_102526,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12620,pay_104866,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12621,pay_101801,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12622,pay_103661,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12623,pay_103285,Network Timeout,GATEWAY_TIMEOUT,True
fail_12624,pay_104806,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12625,pay_103559,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12626,pay_101767,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12627,pay_104342,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12628,pay_104480,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12629,pay_100473,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12630,pay_103089,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12631,pay_101498,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12632,pay_100276,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12633,pay_101074,Network Timeout,GATEWAY_TIMEOUT,True
fail_12634,pay_100053,Network Timeout,GATEWAY_TIMEOUT,True
fail_12635,pay_104179,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12636,pay_100709,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12637,pay_102643,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12638,pay_101247,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12639,pay_101953,Network Timeout,GATEWAY_TIMEOUT,True
fail_12640,pay_102353,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12641,pay_102076,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12642,pay_102408,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12643,pay_102464,Network Timeout,GATEWAY_TIMEOUT,True
fail_12644,pay_103953,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12645,pay_102715,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12646,pay_103291,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12647,pay_103630,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12648,pay_100230,Network Timeout,GATEWAY_TIMEOUT,True
fail_12649,pay_100484,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12650,pay_100072,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12651,pay_100611,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12652,pay_104322,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12653,pay_104166,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12654,pay_104741,Network Timeout,GATEWAY_TIMEOUT,True
fail_12655,pay_100175,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12656,pay_102581,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12657,pay_102188,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12658,pay_102729,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12659,pay_100938,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12660,pay_102273,Network Timeout,GATEWAY_TIMEOUT,True
fail_12661,pay_103131,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12662,pay_102019,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12663,pay_101212,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12664,pay_101519,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12665,pay_100646,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12666,pay_104178,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12667,pay_100334,Network Timeout,GATEWAY_TIMEOUT,True
fail_12668,pay_102506,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12669,pay_103015,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12670,pay_100904,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12671,pay_100113,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12672,pay_100797,Network Timeout,GATEWAY_TIMEOUT,True
fail_12673,pay_104525,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12674,pay_100915,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12675,pay_102003,Network Timeout,GATEWAY_TIMEOUT,True
fail_12676,pay_101554,Network Timeout,GATEWAY_TIMEOUT,True
fail_12677,pay_100204,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12678,pay_104049,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12679,pay_102844,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12680,pay_102845,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12681,pay_102179,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12682,pay_100870,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12683,pay_102990,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12684,pay_101742,Network Timeout,GATEWAY_TIMEOUT,True
fail_12685,pay_100221,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12686,pay_100536,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12687,pay_104423,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12688,pay_103442,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12689,pay_101457,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12690,pay_103883,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12691,pay_101802,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12692,pay_104024,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12693,pay_102336,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12694,pay_101565,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12695,pay_102390,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12696,pay_102204,Network Timeout,GATEWAY_TIMEOUT,True
fail_12697,pay_100791,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12698,pay_101852,Network Timeout,GATEWAY_TIMEOUT,True
fail_12699,pay_103396,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12700,pay_100505,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12701,pay_100832,Network Timeout,GATEWAY_TIMEOUT,True
fail_12702,pay_101367,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12703,pay_102046,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12704,pay_102242,Network Timeout,GATEWAY_TIMEOUT,True
fail_12705,pay_104105,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12706,pay_103586,Network Timeout,GATEWAY_TIMEOUT,True
fail_12707,pay_103452,Network Timeout,GATEWAY_TIMEOUT,True
fail_12708,pay_104443,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12709,pay_104046,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12710,pay_102644,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12711,pay_104758,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12712,pay_103816,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12713,pay_101918,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12714,pay_103142,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12715,pay_102577,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12716,pay_103980,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12717,pay_102216,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12718,pay_103665,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12719,pay_100030,Network Timeout,GATEWAY_TIMEOUT,True
fail_12720,pay_102434,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12721,pay_100019,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12722,pay_101889,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12723,pay_101330,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12724,pay_101056,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12725,pay_102039,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12726,pay_101372,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12727,pay_100213,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12728,pay_104226,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12729,pay_103499,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12730,pay_101472,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12731,pay_103746,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12732,pay_101318,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12733,pay_100882,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12734,pay_102381,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12735,pay_103079,Network Timeout,GATEWAY_TIMEOUT,True
fail_12736,pay_101091,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12737,pay_101183,Network Timeout,GATEWAY_TIMEOUT,True
fail_12738,pay_104143,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12739,pay_104321,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12740,pay_102734,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12741,pay_103555,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12742,pay_100218,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12743,pay_101642,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12744,pay_100266,Network Timeout,GATEWAY_TIMEOUT,True
fail_12745,pay_103615,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12746,pay_100868,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12747,pay_100922,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12748,pay_104003,Network Timeout,GATEWAY_TIMEOUT,True
fail_12749,pay_102859,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12750,pay_103779,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12751,pay_100185,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12752,pay_104544,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12753,pay_104941,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12754,pay_104464,Network Timeout,GATEWAY_TIMEOUT,True
fail_12755,pay_100046,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12756,pay_104296,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12757,pay_100688,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12758,pay_103600,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12759,pay_104093,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12760,pay_102801,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12761,pay_103811,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12762,pay_101262,Network Timeout,GATEWAY_TIMEOUT,True
fail_12763,pay_101728,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12764,pay_102145,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12765,pay_101292,Network Timeout,GATEWAY_TIMEOUT,True
fail_12766,pay_104528,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12767,pay_100029,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12768,pay_103813,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12769,pay_102520,Network Timeout,GATEWAY_TIMEOUT,True
fail_12770,pay_104415,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12771,pay_102156,Network Timeout,GATEWAY_TIMEOUT,True
fail_12772,pay_100934,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12773,pay_103488,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12774,pay_100799,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12775,pay_103355,Network Timeout,GATEWAY_TIMEOUT,True
fail_12776,pay_103124,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12777,pay_104027,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12778,pay_100284,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12779,pay_103623,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12780,pay_102134,Network Timeout,GATEWAY_TIMEOUT,True
fail_12781,pay_101219,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12782,pay_102077,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12783,pay_103550,Network Timeout,GATEWAY_TIMEOUT,True
fail_12784,pay_100120,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12785,pay_103743,Network Timeout,GATEWAY_TIMEOUT,True
fail_12786,pay_102564,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12787,pay_103080,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12788,pay_103859,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12789,pay_100297,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12790,pay_103103,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12791,pay_100003,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12792,pay_101417,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12793,pay_101991,Network Timeout,GATEWAY_TIMEOUT,True
fail_12794,pay_102840,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12795,pay_102915,Network Timeout,GATEWAY_TIMEOUT,True
fail_12796,pay_100755,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12797,pay_100081,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12798,pay_104877,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12799,pay_104764,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12800,pay_100139,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12801,pay_101038,Network Timeout,GATEWAY_TIMEOUT,True
fail_12802,pay_102953,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12803,pay_104609,Network Timeout,GATEWAY_TIMEOUT,True
fail_12804,pay_102317,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12805,pay_103892,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12806,pay_103260,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12807,pay_100090,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12808,pay_100353,Network Timeout,GATEWAY_TIMEOUT,True
fail_12809,pay_102998,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12810,pay_103618,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12811,pay_102660,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12812,pay_102933,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12813,pay_101923,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12814,pay_100154,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12815,pay_104283,Network Timeout,GATEWAY_TIMEOUT,True
fail_12816,pay_102006,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12817,pay_100434,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12818,pay_100632,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12819,pay_100620,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12820,pay_101099,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12821,pay_102716,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12822,pay_100406,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12823,pay_103324,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12824,pay_100004,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12825,pay_101443,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12826,pay_103219,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12827,pay_100237,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12828,pay_100472,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12829,pay_103675,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12830,pay_103172,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12831,pay_102565,Network Timeout,GATEWAY_TIMEOUT,True
fail_12832,pay_100993,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12833,pay_101495,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12834,pay_100794,Network Timeout,GATEWAY_TIMEOUT,True
fail_12835,pay_102761,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12836,pay_101740,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12837,pay_104615,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12838,pay_101152,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12839,pay_103217,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12840,pay_103774,Network Timeout,GATEWAY_TIMEOUT,True
fail_12841,pay_104190,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12842,pay_100546,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12843,pay_104519,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12844,pay_102759,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12845,pay_104669,Network Timeout,GATEWAY_TIMEOUT,True
fail_12846,pay_101686,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12847,pay_102989,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12848,pay_100953,Network Timeout,GATEWAY_TIMEOUT,True
fail_12849,pay_104742,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12850,pay_101436,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12851,pay_104709,Network Timeout,GATEWAY_TIMEOUT,True
fail_12852,pay_104335,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12853,pay_103668,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12854,pay_104034,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12855,pay_100499,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12856,pay_103007,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12857,pay_104327,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12858,pay_101840,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12859,pay_101332,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12860,pay_102275,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12861,pay_102693,Network Timeout,GATEWAY_TIMEOUT,True
fail_12862,pay_101058,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12863,pay_103770,Network Timeout,GATEWAY_TIMEOUT,True
fail_12864,pay_100776,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12865,pay_104129,Network Timeout,GATEWAY_TIMEOUT,True
fail_12866,pay_102340,Network Timeout,GATEWAY_TIMEOUT,True
fail_12867,pay_102249,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12868,pay_103368,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12869,pay_102924,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12870,pay_102475,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12871,pay_102223,Network Timeout,GATEWAY_TIMEOUT,True
fail_12872,pay_103070,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12873,pay_102961,Network Timeout,GATEWAY_TIMEOUT,True
fail_12874,pay_103566,Network Timeout,GATEWAY_TIMEOUT,True
fail_12875,pay_104067,Network Timeout,GATEWAY_TIMEOUT,True
fail_12876,pay_103562,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12877,pay_104658,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12878,pay_101373,Network Timeout,GATEWAY_TIMEOUT,True
fail_12879,pay_103208,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12880,pay_101184,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12881,pay_104561,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12882,pay_102069,Network Timeout,GATEWAY_TIMEOUT,True
fail_12883,pay_101677,Network Timeout,GATEWAY_TIMEOUT,True
fail_12884,pay_100463,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12885,pay_102494,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12886,pay_104735,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12887,pay_102419,Network Timeout,GATEWAY_TIMEOUT,True
fail_12888,pay_100731,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12889,pay_100928,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12890,pay_100971,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12891,pay_100274,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12892,pay_104250,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12893,pay_100164,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12894,pay_101078,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12895,pay_104341,Network Timeout,GATEWAY_TIMEOUT,True
fail_12896,pay_102697,Network Timeout,GATEWAY_TIMEOUT,True
fail_12897,pay_103923,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12898,pay_100424,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12899,pay_104825,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12900,pay_100623,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12901,pay_101224,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12902,pay_102289,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12903,pay_101479,Network Timeout,GATEWAY_TIMEOUT,True
fail_12904,pay_103460,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12905,pay_100571,Network Timeout,GATEWAY_TIMEOUT,True
fail_12906,pay_104445,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12907,pay_100247,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12908,pay_104212,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12909,pay_101190,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12910,pay_103988,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12911,pay_101042,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12912,pay_101634,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12913,pay_102748,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12914,pay_101308,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12915,pay_101484,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12916,pay_102472,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12917,pay_104029,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12918,pay_103554,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12919,pay_104317,Network Timeout,GATEWAY_TIMEOUT,True
fail_12920,pay_101583,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12921,pay_102016,Network Timeout,GATEWAY_TIMEOUT,True
fail_12922,pay_103284,Network Timeout,GATEWAY_TIMEOUT,True
fail_12923,pay_103885,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12924,pay_101887,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12925,pay_104146,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12926,pay_104353,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12927,pay_104044,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12928,pay_101718,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12929,pay_103764,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12930,pay_100495,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12931,pay_104876,Network Timeout,GATEWAY_TIMEOUT,True
fail_12932,pay_103415,Network Timeout,GATEWAY_TIMEOUT,True
fail_12933,pay_103697,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12934,pay_100959,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12935,pay_103271,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12936,pay_101251,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12937,pay_102356,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12938,pay_100906,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12939,pay_100064,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12940,pay_100372,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12941,pay_103259,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12942,pay_102191,Network Timeout,GATEWAY_TIMEOUT,True
fail_12943,pay_101834,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12944,pay_101494,Network Timeout,GATEWAY_TIMEOUT,True
fail_12945,pay_103652,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12946,pay_103478,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12947,pay_103546,Network Timeout,GATEWAY_TIMEOUT,True
fail_12948,pay_103617,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12949,pay_101761,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12950,pay_100162,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12951,pay_102563,Network Timeout,GATEWAY_TIMEOUT,True
fail_12952,pay_100961,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12953,pay_101874,Network Timeout,GATEWAY_TIMEOUT,True
fail_12954,pay_100143,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12955,pay_103765,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12956,pay_102075,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12957,pay_101339,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12958,pay_101687,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12959,pay_103484,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12960,pay_103141,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12961,pay_102508,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12962,pay_102914,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12963,pay_101130,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12964,pay_100686,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12965,pay_100163,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12966,pay_102745,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12967,pay_101865,Network Timeout,GATEWAY_TIMEOUT,True
fail_12968,pay_104895,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12969,pay_100941,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_12970,pay_100584,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_12971,pay_103290,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12972,pay_104645,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_12973,pay_103273,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12974,pay_104160,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_12975,pay_102059,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12976,pay_103314,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12977,pay_103187,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_12978,pay_102162,Network Timeout,GATEWAY_TIMEOUT,True
