payment_id,merchant_id,customer_id,created_at,payment_method,gateway,amount_inr,status
pay_102138,m_1000,cust_1003,2026-05-16 13:00:00,NetBanking,HDFC Gateway,2784.74,Failed
pay_103110,m_1001,cust_1004,2026-05-16 13:00:00,Card,SBI Card Gateway,985.1,Failed
pay_102335,m_1003,cust_1005,2026-05-16 14:00:00,Card,ICICI UPI,1735.12,Failed
pay_103298,m_1001,cust_1006,2026-05-16 15:00:00,Card,ICICI UPI,2571.18,Failed
pay_103678,m_1003,cust_1007,2026-05-16 15:00:00,Card,ICICI UPI,11856.76,Success
pay_103466,m_1003,cust_1008,2026-05-16 15:00:00,UPI,Razorpay,1068.47,Failed
pay_102350,m_1002,cust_1009,2026-05-16 15:00:00,NetBanking,Razorpay,687.66,Success
pay_104522,m_1002,cust_1010,2026-05-16 16:00:00,UPI,Razorpay,1427.28,Failed
pay_104911,m_1002,cust_1011,2026-05-16 20:00:00,Card,Razorpay,4068.29,Success
pay_100930,m_1000,cust_1012,2026-05-16 20:00:00,UPI,HDFC Gateway,2827.05,Failed
pay_103344,m_1002,cust_1013,2026-05-16 20:00:00,UPI,SBI Card Gateway,1299.27,Success
pay_104827,m_1001,cust_1014,2026-05-16 21:00:00,UPI,Razorpay,861.04,Failed
pay_102895,m_1003,cust_1015,2026-05-16 22:00:00,Card,Axis Wallet,1985.39,Failed
pay_104479,m_1003,cust_1016,2026-05-16 22:00:00,Card,Razorpay,2160.87,Failed
pay_102665,m_1000,cust_1017,2026-05-17 01:00:00,Card,Razorpay,16616.21,Failed
pay_101921,m_1004,cust_1018,2026-05-17 01:00:00,Card,SBI Card Gateway,6266.09,Success
pay_100560,m_1000,cust_1019,2026-05-17 01:00:00,UPI,Razorpay,2676.66,Failed
pay_104096,m_1002,cust_1020,2026-05-17 02:00:00,NetBanking,Razorpay,1391.43,Failed
pay_101635,m_1004,cust_1021,2026-05-17 02:00:00,Card,Razorpay,1362.96,Failed
pay_100605,m_1001,cust_1022,2026-05-17 03:00:00,UPI,Razorpay,1196.48,Failed
pay_100647,m_1001,cust_1023,2026-05-17 05:00:00,NetBanking,ICICI UPI,1013.4,Failed
pay_101900,m_1004,cust_1024,2026-05-17 08:00:00,UPI,Razorpay,3369.15,Failed
pay_102793,m_1001,cust_1025,2026-05-17 08:00:00,UPI,Razorpay,2421.86,Success
pay_102765,m_1003,cust_1026,2026-05-17 09:00:00,UPI,Razorpay,2182.03,Failed
pay_104818,m_1004,cust_1027,2026-05-17 11:00:00,Card,ICICI UPI,907.67,Failed
pay_101340,m_1004,cust_1028,2026-05-17 11:00:00,Card,HDFC Gateway,4820.74,Failed
pay_102309,m_1001,cust_1029,2026-05-17 12:00:00,UPI,Axis Wallet,3815.72,Failed
pay_101724,m_1002,cust_1030,2026-05-17 12:00:00,UPI,ICICI UPI,6414.2,Failed
pay_104501,m_1004,cust_1031,2026-05-17 12:00:00,Wallet,Razorpay,6659.81,Success
pay_101334,m_1002,cust_1032,2026-05-17 13:00:00,UPI,SBI Card Gateway,903.13,Success
pay_101552,m_1004,cust_1033,2026-05-17 15:00:00,Card,SBI Card Gateway,5486.91,Failed
pay_100350,m_1000,cust_1034,2026-05-17 15:00:00,UPI,Razorpay,1055.9,Success
pay_104223,m_1003,cust_1035,2026-05-17 15:00:00,Wallet,HDFC Gateway,2107.34,Failed
pay_101668,m_1000,cust_1036,2026-05-17 17:00:00,Card,Razorpay,2584.72,Failed
pay_100655,m_1000,cust_1037,2026-05-17 17:00:00,UPI,HDFC Gateway,1306.33,Failed
pay_102606,m_1004,cust_1038,2026-05-17 18:00:00,Card,ICICI UPI,3046.3,Success
pay_103016,m_1004,cust_1039,2026-05-17 18:00:00,Card,Axis Wallet,2621.57,Success
pay_103896,m_1001,cust_1040,2026-05-17 18:00:00,UPI,SBI Card Gateway,4291.76,Success
pay_100746,m_1004,cust_1041,2026-05-17 19:00:00,Card,HDFC Gateway,6921.67,Success
pay_103776,m_1001,cust_1042,2026-05-17 19:00:00,Card,Razorpay,1229.55,Failed
pay_102592,m_1002,cust_1043,2026-05-17 20:00:00,NetBanking,Razorpay,989.09,Success
pay_101957,m_1001,cust_1044,2026-05-17 21:00:00,UPI,Razorpay,4094.72,Failed
pay_104271,m_1000,cust_1045,2026-05-17 21:00:00,NetBanking,Razorpay,1733.35,Failed
pay_103495,m_1001,cust_1046,2026-05-17 22:00:00,Card,SBI Card Gateway,2425.05,Success
pay_103477,m_1003,cust_1047,2026-05-17 23:00:00,Card,HDFC Gateway,5012.98,Success
pay_102047,m_1002,cust_1048,2026-05-17 23:00:00,UPI,ICICI UPI,3958.72,Success
pay_101163,m_1003,cust_1049,2026-05-17 23:00:00,Wallet,Razorpay,2253.72,Failed
pay_101146,m_1001,cust_1050,2026-05-17 23:00:00,UPI,Razorpay,2725.74,Success
pay_102948,m_1000,cust_1051,2026-05-18 00:00:00,UPI,Razorpay,2257.59,Failed
pay_101990,m_1003,cust_1052,2026-05-18 00:00:00,Wallet,Razorpay,7891.69,Success
pay_102538,m_1003,cust_1053,2026-05-18 01:00:00,NetBanking,HDFC Gateway,8615.46,Failed
pay_100506,m_1002,cust_1054,2026-05-18 01:00:00,Card,Axis Wallet,6625.23,Success
pay_101901,m_1004,cust_1055,2026-05-18 01:00:00,Card,Razorpay,232.57,Success
pay_104151,m_1002,cust_1056,2026-05-18 02:00:00,Card,ICICI UPI,3290.26,Failed
pay_101298,m_1004,cust_1057,2026-05-18 02:00:00,Card,Razorpay,14838.51,Failed
pay_100487,m_1004,cust_1058,2026-05-18 02:00:00,UPI,HDFC Gateway,2120.66,Success
pay_104057,m_1004,cust_1059,2026-05-18 03:00:00,UPI,Razorpay,2075.97,Failed
pay_102410,m_1000,cust_1060,2026-05-18 03:00:00,Card,SBI Card Gateway,4855.55,Failed
pay_101500,m_1002,cust_1061,2026-05-18 06:00:00,Card,ICICI UPI,8047.96,Failed
pay_101919,m_1002,cust_1062,2026-05-18 06:00:00,Card,Razorpay,5037.74,Failed
pay_100994,m_1002,cust_1063,2026-05-18 06:00:00,NetBanking,Razorpay,4816.18,Success
pay_101391,m_1002,cust_1064,2026-05-18 07:00:00,Card,Axis Wallet,5619.31,Success
pay_103043,m_1004,cust_1065,2026-05-18 08:00:00,Card,Razorpay,495.51,Success
pay_101956,m_1000,cust_1066,2026-05-18 11:00:00,NetBanking,Razorpay,2201.6,Failed
pay_103737,m_1003,cust_1067,2026-05-18 11:00:00,UPI,SBI Card Gateway,1290.45,Failed
pay_103645,m_1000,cust_1068,2026-05-18 11:00:00,NetBanking,Razorpay,3127.23,Failed
pay_103538,m_1001,cust_1069,2026-05-18 14:00:00,UPI,SBI Card Gateway,2404.34,Failed
pay_104835,m_1002,cust_1070,2026-05-18 15:00:00,UPI,SBI Card Gateway,906.95,Failed
pay_103772,m_1004,cust_1071,2026-05-18 16:00:00,Card,Razorpay,10333.12,Failed
pay_103359,m_1000,cust_1072,2026-05-18 16:00:00,UPI,Razorpay,3210.37,Failed
pay_104919,m_1001,cust_1073,2026-05-18 16:00:00,Card,Axis Wallet,13258.13,Failed
pay_103727,m_1002,cust_1074,2026-05-18 19:00:00,Card,Razorpay,2451.47,Success
pay_104218,m_1001,cust_1075,2026-05-18 19:00:00,Card,Axis Wallet,5422.0,Failed
pay_104812,m_1000,cust_1076,2026-05-18 19:00:00,NetBanking,HDFC Gateway,3452.04,Failed
pay_100010,m_1003,cust_1077,2026-05-18 20:00:00,Card,Razorpay,753.3,Failed
pay_104369,m_1000,cust_1078,2026-05-18 20:00:00,Wallet,HDFC Gateway,2732.67,Failed
pay_103264,m_1000,cust_1079,2026-05-18 20:00:00,UPI,Razorpay,855.52,Failed
pay_100996,m_1000,cust_1080,2026-05-18 21:00:00,UPI,Axis Wallet,3929.41,Failed
pay_102608,m_1001,cust_1081,2026-05-18 21:00:00,UPI,SBI Card Gateway,5996.26,Success
pay_102517,m_1001,cust_1082,2026-05-18 22:00:00,UPI,Razorpay,5356.85,Failed
pay_101194,m_1004,cust_1083,2026-05-18 23:00:00,Card,Razorpay,2344.25,Failed
pay_102028,m_1002,cust_1084,2026-05-19 00:00:00,UPI,HDFC Gateway,1605.41,Failed
pay_101664,m_1004,cust_1085,2026-05-19 01:00:00,Card,SBI Card Gateway,886.74,Success
pay_102488,m_1004,cust_1086,2026-05-19 02:00:00,NetBanking,HDFC Gateway,1555.82,Success
pay_101073,m_1002,cust_1087,2026-05-19 02:00:00,UPI,Razorpay,920.57,Success
pay_103468,m_1003,cust_1088,2026-05-19 03:00:00,UPI,ICICI UPI,2985.86,Failed
pay_104548,m_1002,cust_1089,2026-05-19 04:00:00,UPI,HDFC Gateway,5404.97,Failed
pay_101310,m_1001,cust_1090,2026-05-19 06:00:00,Card,SBI Card Gateway,21146.34,Success
pay_103936,m_1004,cust_1091,2026-05-19 07:00:00,NetBanking,Razorpay,2369.37,Success
pay_101858,m_1002,cust_1092,2026-05-19 07:00:00,Card,Razorpay,2489.17,Failed
pay_100577,m_1002,cust_1093,2026-05-19 08:00:00,Card,Razorpay,7341.39,Failed
pay_100678,m_1001,cust_1094,2026-05-19 10:00:00,UPI,SBI Card Gateway,2138.83,Failed
pay_103336,m_1004,cust_1095,2026-05-19 11:00:00,UPI,Razorpay,1574.58,Success
pay_103391,m_1000,cust_1096,2026-05-19 11:00:00,NetBanking,Razorpay,3775.63,Failed
pay_100711,m_1003,cust_1097,2026-05-19 13:00:00,Card,Razorpay,3686.98,Failed
pay_100892,m_1003,cust_1098,2026-05-19 13:00:00,NetBanking,Razorpay,2351.91,Failed
pay_102731,m_1002,cust_1099,2026-05-19 14:00:00,UPI,Razorpay,4804.0,Failed
pay_104991,m_1002,cust_1100,2026-05-19 15:00:00,UPI,Razorpay,5101.37,Failed
pay_101799,m_1003,cust_1101,2026-05-19 15:00:00,UPI,Razorpay,3293.37,Failed
pay_103866,m_1003,cust_1102,2026-05-19 15:00:00,Card,Razorpay,1097.7,Success
pay_102776,m_1004,cust_1103,2026-05-19 15:00:00,UPI,HDFC Gateway,397.04,Success
pay_103551,m_1000,cust_1104,2026-05-19 15:00:00,NetBanking,Razorpay,483.3,Failed
pay_104511,m_1002,cust_1105,2026-05-19 16:00:00,Wallet,Razorpay,12493.69,Failed
pay_104031,m_1004,cust_1106,2026-05-19 16:00:00,Card,SBI Card Gateway,2230.79,Failed
pay_102431,m_1000,cust_1107,2026-05-19 16:00:00,NetBanking,Razorpay,1909.48,Success
pay_104613,m_1003,cust_1108,2026-05-19 17:00:00,UPI,Razorpay,3267.72,Success
pay_104739,m_1004,cust_1109,2026-05-19 18:00:00,NetBanking,Razorpay,7304.96,Failed
pay_102476,m_1000,cust_1110,2026-05-19 18:00:00,Card,SBI Card Gateway,3054.32,Failed
pay_100448,m_1003,cust_1111,2026-05-19 20:00:00,UPI,Axis Wallet,2537.45,Failed
pay_103956,m_1003,cust_1112,2026-05-19 20:00:00,UPI,Razorpay,2801.71,Success
pay_101848,m_1000,cust_1113,2026-05-19 20:00:00,UPI,Razorpay,2789.74,Success
pay_100295,m_1001,cust_1114,2026-05-19 21:00:00,Card,Razorpay,1068.59,Failed
pay_100700,m_1001,cust_1115,2026-05-19 22:00:00,NetBanking,Axis Wallet,4549.12,Failed
pay_102713,m_1004,cust_1116,2026-05-19 22:00:00,Card,HDFC Gateway,777.35,Failed
pay_101685,m_1003,cust_1117,2026-05-19 23:00:00,NetBanking,ICICI UPI,5399.42,Failed
pay_101009,m_1003,cust_1118,2026-05-19 23:00:00,NetBanking,SBI Card Gateway,1439.47,Success
pay_103999,m_1001,cust_1119,2026-05-20 00:00:00,Card,HDFC Gateway,5012.89,Failed
pay_104947,m_1001,cust_1120,2026-05-20 01:00:00,Card,Razorpay,9185.6,Failed
pay_102949,m_1001,cust_1121,2026-05-20 02:00:00,NetBanking,ICICI UPI,6441.72,Success
pay_102132,m_1003,cust_1122,2026-05-20 02:00:00,UPI,Axis Wallet,2392.42,Failed
pay_104310,m_1002,cust_1123,2026-05-20 03:00:00,UPI,Razorpay,9868.21,Failed
pay_101014,m_1001,cust_1124,2026-05-20 03:00:00,Wallet,HDFC Gateway,1845.39,Failed
pay_104221,m_1004,cust_1125,2026-05-20 04:00:00,UPI,Razorpay,1483.77,Failed
pay_100365,m_1002,cust_1126,2026-05-20 05:00:00,UPI,ICICI UPI,1508.08,Success
pay_103808,m_1003,cust_1127,2026-05-20 05:00:00,Card,ICICI UPI,758.88,Failed
pay_103243,m_1004,cust_1128,2026-05-20 05:00:00,UPI,Razorpay,2955.53,Failed
pay_103900,m_1001,cust_1129,2026-05-20 07:00:00,UPI,SBI Card Gateway,1396.02,Success
pay_100716,m_1003,cust_1130,2026-05-20 10:00:00,Card,Razorpay,6617.04,Failed
pay_101915,m_1004,cust_1131,2026-05-20 10:00:00,NetBanking,Razorpay,3477.07,Failed
pay_101164,m_1001,cust_1132,2026-05-20 13:00:00,NetBanking,Razorpay,1669.85,Success
pay_104684,m_1004,cust_1133,2026-05-20 13:00:00,UPI,Razorpay,4934.8,Failed
pay_101719,m_1000,cust_1134,2026-05-20 13:00:00,Wallet,Razorpay,4073.3,Failed
pay_102263,m_1002,cust_1135,2026-05-20 15:00:00,UPI,HDFC Gateway,726.17,Failed
pay_103420,m_1000,cust_1136,2026-05-20 15:00:00,UPI,Axis Wallet,468.3,Failed
pay_100548,m_1001,cust_1137,2026-05-20 17:00:00,Card,SBI Card Gateway,2603.59,Success
pay_101459,m_1003,cust_1138,2026-05-20 17:00:00,UPI,Razorpay,990.84,Failed
pay_102875,m_1000,cust_1139,2026-05-20 18:00:00,UPI,Razorpay,5609.57,Failed
pay_103653,m_1002,cust_1140,2026-05-20 19:00:00,UPI,Razorpay,2894.44,Failed
pay_100802,m_1003,cust_1141,2026-05-20 19:00:00,Card,Razorpay,2965.09,Failed
pay_101582,m_1004,cust_1142,2026-05-20 20:00:00,UPI,Razorpay,2005.82,Failed
pay_104063,m_1003,cust_1143,2026-05-20 21:00:00,UPI,Axis Wallet,1683.03,Success
pay_100343,m_1000,cust_1144,2026-05-20 21:00:00,Wallet,Razorpay,5413.65,Failed
pay_101206,m_1000,cust_1145,2026-05-20 21:00:00,Card,Axis Wallet,1189.75,Failed
pay_101295,m_1001,cust_1146,2026-05-20 23:00:00,NetBanking,Razorpay,980.62,Failed
pay_103656,m_1002,cust_1147,2026-05-20 23:00:00,Wallet,ICICI UPI,16741.12,Failed
pay_101679,m_1003,cust_1148,2026-05-21 00:00:00,UPI,Razorpay,2967.62,Success
pay_100607,m_1002,cust_1149,2026-05-21 01:00:00,Wallet,HDFC Gateway,7502.47,Failed
pay_102810,m_1003,cust_1150,2026-05-21 04:00:00,Card,ICICI UPI,2630.65,Success
pay_100016,m_1003,cust_1151,2026-05-21 05:00:00,Card,Razorpay,900.86,Failed
pay_103310,m_1000,cust_1152,2026-05-21 05:00:00,Card,Razorpay,9490.57,Failed
pay_103664,m_1004,cust_1153,2026-05-21 06:00:00,NetBanking,Razorpay,1106.97,Failed
pay_101441,m_1001,cust_1154,2026-05-21 07:00:00,UPI,Axis Wallet,2390.62,Failed
pay_100999,m_1004,cust_1155,2026-05-21 07:00:00,Wallet,Razorpay,8548.31,Failed
pay_102958,m_1001,cust_1156,2026-05-21 08:00:00,Wallet,ICICI UPI,3915.11,Success
pay_104108,m_1003,cust_1157,2026-05-21 09:00:00,UPI,ICICI UPI,1373.08,Failed
pay_104395,m_1002,cust_1158,2026-05-21 10:00:00,UPI,SBI Card Gateway,3208.49,Failed
pay_102742,m_1000,cust_1159,2026-05-21 10:00:00,UPI,Razorpay,3590.2,Success
pay_103994,m_1003,cust_1160,2026-05-21 13:00:00,UPI,Razorpay,1894.17,Failed
pay_102312,m_1000,cust_1161,2026-05-21 19:00:00,UPI,Razorpay,1490.17,Success
pay_103939,m_1001,cust_1162,2026-05-21 20:00:00,NetBanking,Axis Wallet,2040.06,Success
pay_100896,m_1004,cust_1163,2026-05-21 22:00:00,UPI,Razorpay,3380.41,Failed
pay_103902,m_1001,cust_1164,2026-05-21 22:00:00,Card,Razorpay,2757.75,Success
pay_102065,m_1000,cust_1165,2026-05-22 00:00:00,Card,Razorpay,1514.07,Failed
pay_104394,m_1001,cust_1166,2026-05-22 00:00:00,Card,Razorpay,6080.03,Success
pay_100939,m_1000,cust_1167,2026-05-22 02:00:00,Wallet,Razorpay,4798.45,Failed
pay_100444,m_1001,cust_1168,2026-05-22 02:00:00,Card,Axis Wallet,6337.34,Success
pay_102951,m_1000,cust_1169,2026-05-22 03:00:00,UPI,SBI Card Gateway,4119.76,Failed
pay_101489,m_1004,cust_1170,2026-05-22 03:00:00,Card,Razorpay,2158.06,Failed
pay_101050,m_1003,cust_1171,2026-05-22 03:00:00,UPI,SBI Card Gateway,574.01,Success
pay_101240,m_1001,cust_1172,2026-05-22 03:00:00,NetBanking,HDFC Gateway,2042.33,Success
pay_104535,m_1003,cust_1173,2026-05-22 05:00:00,Card,ICICI UPI,722.38,Failed
pay_102900,m_1001,cust_1174,2026-05-22 06:00:00,UPI,Razorpay,2613.66,Failed
pay_101617,m_1001,cust_1175,2026-05-22 07:00:00,UPI,ICICI UPI,1248.49,Failed
pay_104168,m_1004,cust_1176,2026-05-22 08:00:00,Card,ICICI UPI,2193.66,Success
pay_101216,m_1000,cust_1177,2026-05-22 08:00:00,NetBanking,SBI Card Gateway,8518.95,Failed
pay_104172,m_1000,cust_1178,2026-05-22 10:00:00,Card,Razorpay,1339.8,Failed
pay_100419,m_1003,cust_1179,2026-05-22 11:00:00,Card,Razorpay,2231.37,Failed
pay_102714,m_1000,cust_1180,2026-05-22 11:00:00,UPI,HDFC Gateway,7295.22,Success
pay_102250,m_1004,cust_1181,2026-05-22 11:00:00,UPI,HDFC Gateway,2871.2,Failed
pay_100114,m_1002,cust_1182,2026-05-22 14:00:00,UPI,Razorpay,12583.14,Failed
pay_103011,m_1003,cust_1183,2026-05-22 14:00:00,Card,ICICI UPI,4258.45,Failed
pay_103761,m_1002,cust_1184,2026-05-22 15:00:00,Card,Razorpay,7145.61,Failed
pay_102684,m_1001,cust_1185,2026-05-22 15:00:00,UPI,HDFC Gateway,4791.13,Failed
pay_104961,m_1001,cust_1186,2026-05-22 16:00:00,UPI,Razorpay,15784.77,Failed
pay_103375,m_1003,cust_1187,2026-05-22 16:00:00,Wallet,HDFC Gateway,809.48,Failed
pay_103376,m_1001,cust_1188,2026-05-22 16:00:00,UPI,SBI Card Gateway,3359.78,Failed
pay_100158,m_1004,cust_1189,2026-05-22 17:00:00,UPI,HDFC Gateway,923.72,Failed
pay_100628,m_1004,cust_1190,2026-05-22 17:00:00,NetBanking,SBI Card Gateway,2441.77,Success
pay_101151,m_1002,cust_1191,2026-05-22 18:00:00,UPI,Razorpay,12174.61,Failed
pay_104139,m_1003,cust_1192,2026-05-22 19:00:00,NetBanking,SBI Card Gateway,2262.06,Failed
pay_100555,m_1004,cust_1193,2026-05-22 19:00:00,Wallet,HDFC Gateway,671.67,Failed
pay_100875,m_1001,cust_1194,2026-05-22 19:00:00,Card,SBI Card Gateway,4093.26,Failed
pay_102349,m_1000,cust_1195,2026-05-22 20:00:00,UPI,Razorpay,589.66,Failed
pay_101766,m_1004,cust_1196,2026-05-22 20:00:00,Card,Razorpay,183.66,Failed
pay_104269,m_1003,cust_1197,2026-05-22 20:00:00,Card,Razorpay,822.84,Failed
pay_103128,m_1001,cust_1198,2026-05-22 20:00:00,Card,Axis Wallet,1455.24,Failed
pay_104125,m_1000,cust_1199,2026-05-22 21:00:00,Wallet,ICICI UPI,1504.65,Failed
pay_104796,m_1002,cust_1200,2026-05-22 21:00:00,Card,SBI Card Gateway,2962.15,Failed
pay_101007,m_1000,cust_1201,2026-05-22 23:00:00,Card,Razorpay,2774.31,Failed
pay_100666,m_1002,cust_1202,2026-05-23 00:00:00,UPI,SBI Card Gateway,5075.45,Failed
pay_101378,m_1002,cust_1203,2026-05-23 01:00:00,Card,Razorpay,2741.37,Failed
pay_103373,m_1003,cust_1204,2026-05-23 02:00:00,Card,Razorpay,794.75,Failed
pay_101736,m_1002,cust_1205,2026-05-23 02:00:00,NetBanking,SBI Card Gateway,2957.29,Failed
pay_101090,m_1003,cust_1206,2026-05-23 02:00:00,Card,Razorpay,2825.71,Success
pay_104345,m_1004,cust_1207,2026-05-23 03:00:00,UPI,Razorpay,1164.78,Failed
pay_104339,m_1004,cust_1208,2026-05-23 04:00:00,Card,SBI Card Gateway,921.93,Failed
pay_104133,m_1001,cust_1209,2026-05-23 04:00:00,Card,HDFC Gateway,996.14,Success
pay_103926,m_1000,cust_1210,2026-05-23 07:00:00,UPI,Axis Wallet,6859.97,Failed
pay_101052,m_1003,cust_1211,2026-05-23 07:00:00,NetBanking,Axis Wallet,1437.24,Failed
pay_104084,m_1001,cust_1212,2026-05-23 07:00:00,Card,ICICI UPI,2887.91,Success
pay_100179,m_1002,cust_1213,2026-05-23 10:00:00,Card,Razorpay,757.83,Success
pay_100405,m_1002,cust_1214,2026-05-23 11:00:00,UPI,ICICI UPI,4495.2,Failed
pay_102253,m_1001,cust_1215,2026-05-23 11:00:00,UPI,Razorpay,1958.32,Success
pay_102596,m_1001,cust_1216,2026-05-23 12:00:00,Wallet,Razorpay,2245.86,Failed
pay_104715,m_1003,cust_1217,2026-05-23 12:00:00,UPI,Razorpay,571.8,Failed
pay_100020,m_1000,cust_1218,2026-05-23 13:00:00,UPI,ICICI UPI,3255.67,Failed
pay_103705,m_1001,cust_1219,2026-05-23 14:00:00,NetBanking,Razorpay,6027.26,Failed
pay_104824,m_1004,cust_1220,2026-05-23 17:00:00,Card,Razorpay,1001.9,Failed
pay_100404,m_1004,cust_1221,2026-05-23 17:00:00,UPI,HDFC Gateway,6505.76,Failed
pay_103637,m_1003,cust_1222,2026-05-23 18:00:00,UPI,ICICI UPI,1952.83,Success
pay_100452,m_1004,cust_1223,2026-05-23 18:00:00,NetBanking,ICICI UPI,945.34,Failed
pay_101161,m_1001,cust_1224,2026-05-23 20:00:00,Card,Razorpay,14546.69,Failed
pay_102537,m_1002,cust_1225,2026-05-23 20:00:00,Card,Razorpay,622.3,Failed
pay_104882,m_1004,cust_1226,2026-05-23 21:00:00,UPI,Razorpay,1184.35,Success
pay_104999,m_1002,cust_1227,2026-05-23 21:00:00,NetBanking,Razorpay,1352.92,Success
pay_103115,m_1004,cust_1228,2026-05-23 23:00:00,NetBanking,Razorpay,3304.11,Success
pay_104659,m_1002,cust_1229,2026-05-23 23:00:00,UPI,Razorpay,1372.45,Success
pay_100054,m_1003,cust_1230,2026-05-24 00:00:00,NetBanking,ICICI UPI,3737.87,Failed
pay_102947,m_1000,cust_1231,2026-05-24 01:00:00,Card,HDFC Gateway,2580.36,Failed
pay_100182,m_1003,cust_1232,2026-05-24 02:00:00,UPI,ICICI UPI,1903.8,Success
pay_104362,m_1001,cust_1233,2026-05-24 04:00:00,Wallet,HDFC Gateway,3391.77,Success
pay_101355,m_1002,cust_1234,2026-05-24 04:00:00,UPI,Razorpay,1159.44,Success
pay_102663,m_1002,cust_1235,2026-05-24 05:00:00,Card,SBI Card Gateway,8404.87,Failed
pay_102010,m_1001,cust_1236,2026-05-24 05:00:00,Wallet,Razorpay,1179.95,Success
pay_102641,m_1001,cust_1237,2026-05-24 06:00:00,Card,Axis Wallet,4267.04,Failed
pay_104637,m_1001,cust_1238,2026-05-24 07:00:00,Card,ICICI UPI,6621.78,Success
pay_103449,m_1000,cust_1239,2026-05-24 09:00:00,UPI,Razorpay,338.9,Success
pay_101352,m_1003,cust_1240,2026-05-24 09:00:00,UPI,Razorpay,2277.01,Failed
pay_100184,m_1004,cust_1241,2026-05-24 09:00:00,UPI,Axis Wallet,3306.68,Failed
pay_101813,m_1000,cust_1242,2026-05-24 10:00:00,Wallet,HDFC Gateway,15964.28,Failed
pay_100202,m_1000,cust_1243,2026-05-24 12:00:00,Card,HDFC Gateway,3895.2,Failed
pay_104572,m_1002,cust_1244,2026-05-24 13:00:00,UPI,ICICI UPI,1124.16,Success
pay_101518,m_1000,cust_1245,2026-05-24 13:00:00,UPI,Razorpay,7274.69,Failed
pay_104195,m_1001,cust_1246,2026-05-24 14:00:00,NetBanking,Razorpay,1329.56,Success
pay_103139,m_1001,cust_1247,2026-05-24 15:00:00,NetBanking,Razorpay,3897.64,Success
pay_102976,m_1000,cust_1248,2026-05-24 15:00:00,Card,HDFC Gateway,2552.29,Success
pay_101548,m_1004,cust_1249,2026-05-24 16:00:00,UPI,Razorpay,7098.02,Failed
pay_100251,m_1000,cust_1000,2026-05-24 16:00:00,Wallet,Razorpay,2853.62,Success
pay_103841,m_1000,cust_1001,2026-05-24 16:00:00,Card,Razorpay,3437.45,Failed
pay_101017,m_1004,cust_1002,2026-05-24 16:00:00,Card,SBI Card Gateway,5552.13,Failed
pay_102539,m_1000,cust_1003,2026-05-24 18:00:00,Card,ICICI UPI,13301.11,Failed
pay_103659,m_1003,cust_1004,2026-05-24 19:00:00,UPI,HDFC Gateway,3688.22,Failed
pay_101119,m_1004,cust_1005,2026-05-24 19:00:00,Card,ICICI UPI,2678.25,Success
pay_100562,m_1001,cust_1006,2026-05-24 20:00:00,NetBanking,HDFC Gateway,2068.78,Failed
pay_100234,m_1002,cust_1007,2026-05-24 22:00:00,NetBanking,Razorpay,6504.29,Failed
pay_104292,m_1002,cust_1008,2026-05-24 22:00:00,Card,HDFC Gateway,1110.21,Failed
pay_100717,m_1004,cust_1009,2026-05-25 00:00:00,NetBanking,ICICI UPI,2351.3,Success
pay_102738,m_1002,cust_1010,2026-05-25 00:00:00,UPI,Razorpay,1974.02,Failed
pay_103140,m_1003,cust_1011,2026-05-25 01:00:00,Card,HDFC Gateway,2414.78,Failed
pay_103708,m_1001,cust_1012,2026-05-25 01:00:00,Wallet,ICICI UPI,3274.64,Success
pay_103643,m_1001,cust_1013,2026-05-25 02:00:00,UPI,Razorpay,2064.02,Success
pay_102297,m_1002,cust_1014,2026-05-25 04:00:00,UPI,Razorpay,811.44,Success
pay_104414,m_1002,cust_1015,2026-05-25 05:00:00,UPI,Razorpay,3051.86,Failed
pay_101476,m_1002,cust_1016,2026-05-25 07:00:00,UPI,ICICI UPI,1267.95,Failed
pay_101917,m_1003,cust_1017,2026-05-25 07:00:00,Card,Razorpay,8843.86,Failed
pay_100283,m_1004,cust_1018,2026-05-25 07:00:00,Wallet,ICICI UPI,1842.54,Failed
pay_101115,m_1001,cust_1019,2026-05-25 09:00:00,Card,Razorpay,5313.01,Success
pay_102155,m_1001,cust_1020,2026-05-25 10:00:00,UPI,HDFC Gateway,981.38,Failed
pay_103014,m_1004,cust_1021,2026-05-25 10:00:00,UPI,Razorpay,7026.53,Success
pay_101243,m_1002,cust_1022,2026-05-25 11:00:00,Card,Razorpay,1903.71,Failed
pay_101491,m_1000,cust_1023,2026-05-25 12:00:00,UPI,Razorpay,410.34,Failed
pay_104013,m_1002,cust_1024,2026-05-25 13:00:00,Wallet,SBI Card Gateway,2649.35,Success
pay_100650,m_1003,cust_1025,2026-05-25 13:00:00,Card,HDFC Gateway,850.11,Success
pay_104713,m_1003,cust_1026,2026-05-25 14:00:00,UPI,Razorpay,6907.16,Failed
pay_104216,m_1002,cust_1027,2026-05-25 16:00:00,NetBanking,Axis Wallet,4050.93,Failed
pay_100443,m_1004,cust_1028,2026-05-25 16:00:00,Card,Razorpay,4684.23,Failed
pay_104560,m_1002,cust_1029,2026-05-25 17:00:00,Card,Razorpay,901.9,Failed
pay_104472,m_1003,cust_1030,2026-05-25 18:00:00,UPI,Razorpay,16321.35,Failed
pay_100728,m_1000,cust_1031,2026-05-25 18:00:00,NetBanking,Axis Wallet,479.77,Success
