attempt_id,payment_id,strategy,attempt_number,delay_minutes,attempt_status,predicted_recovery_probability,recovered_amount_inr,risk_amount_inr,resolved_at
att_12401,pay_100016,Alternate payment method,3,15,Failed,0.413,0.0,900.86,
att_12402,pay_103310,Retry after 10 minutes,1,10,Failed,0.869,0.0,9490.57,
att_12403,pay_103664,Retry after 10 minutes,0,10,Pending,0.971,0.0,1106.97,
att_12404,pay_101441,OTP reminder,3,15,Failed,0.711,0.0,2390.62,
att_12405,pay_100999,UPI payment link,0,15,Pending,0.354,0.0,8548.31,
att_12406,pay_102958,UPI payment link,3,15,Recovered,0.46,3915.11,0.0,2026-05-21 21:37:00
att_12407,pay_104108,OTP reminder,3,15,Failed,0.593,0.0,1373.08,
att_12408,pay_104395,Alternate payment method,1,15,Failed,0.311,0.0,3208.49,
att_12409,pay_102742,Email reminder,3,15,Recovered,0.542,3590.2,0.0,2026-05-22 05:25:00
att_12410,pay_103994,Email reminder,0,15,Pending,0.54,0.0,1894.17,
att_12411,pay_102312,OTP reminder,1,15,Recovered,0.664,1490.17,0.0,2026-05-22 01:05:00
att_12412,pay_103939,UPI payment link,2,15,Recovered,0.475,2040.06,0.0,2026-05-22 13:54:00
att_12413,pay_100896,Alternate payment method,1,15,Failed,0.245,0.0,3380.41,
att_12414,pay_103902,UPI payment link,1,15,Recovered,0.421,2757.75,0.0,2026-05-22 09:24:00
att_12415,pay_102065,Alternate payment method,0,15,Pending,0.514,0.0,1514.07,
att_12416,pay_104394,Alternate payment method,0,15,Recovered,0.372,6080.03,0.0,2026-05-22 19:10:00
att_12417,pay_100939,UPI payment link,1,15,Failed,0.318,0.0,4798.45,
att_12418,pay_100444,Retry after 10 minutes,3,10,Recovered,0.788,6337.34,0.0,2026-05-22 11:15:00
att_12419,pay_102951,Smart gateway retry,1,15,Failed,0.724,0.0,4119.76,
att_12420,pay_101489,Email reminder,3,15,Failed,0.34,0.0,2158.06,
att_12421,pay_101050,Alternate payment method,1,15,Recovered,0.445,574.01,0.0,2026-05-22 22:23:00
att_12422,pay_101240,Retry after 10 minutes,0,10,Recovered,0.766,2042.33,0.0,2026-05-22 17:35:00
att_12423,pay_104535,UPI payment link,0,15,Pending,0.303,0.0,722.38,
att_12424,pay_102900,Retry after 10 minutes,3,10,Failed,0.892,0.0,2613.66,
att_12425,pay_101617,Alternate payment method,3,15,Failed,0.448,0.0,1248.49,
att_12426,pay_104168,Retry after 10 minutes,3,10,Recovered,0.963,2193.66,0.0,2026-05-22 14:32:00
att_12427,pay_101216,UPI payment link,2,15,Failed,0.293,0.0,8518.95,
att_12428,pay_104172,Alternate payment method,3,15,Failed,0.257,0.0,1339.8,
att_12429,pay_100419,Email reminder,2,15,Failed,0.436,0.0,2231.37,
att_12430,pay_102714,OTP reminder,0,15,Recovered,0.686,7295.22,0.0,2026-05-22 15:55:00
att_12431,pay_102250,Alternate payment method,2,15,Failed,0.143,0.0,2871.2,
att_12432,pay_100114,OTP reminder,2,15,Failed,0.632,0.0,12583.14,
att_12433,pay_103011,Retry after 10 minutes,3,10,Failed,0.693,0.0,4258.45,
att_12434,pay_103761,UPI payment link,0,15,Pending,0.32,0.0,7145.61,
att_12435,pay_102684,Alternate payment method,3,15,Failed,0.518,0.0,4791.13,
att_12436,pay_104961,UPI payment link,2,15,Failed,0.392,0.0,15784.77,
att_12437,pay_103375,Alternate payment method,3,15,Failed,0.372,0.0,809.48,
att_12438,pay_103376,Smart gateway retry,3,15,Failed,0.772,0.0,3359.78,
att_12439,pay_100158,UPI payment link,1,15,Failed,0.281,0.0,923.72,
att_12440,pay_100628,OTP reminder,1,15,Recovered,0.697,2441.77,0.0,2026-05-22 17:07:00
att_12441,pay_101151,Email reminder,0,15,Pending,0.33,0.0,12174.61,
att_12442,pay_104139,Smart gateway retry,0,15,Pending,0.749,0.0,2262.06,
att_12443,pay_100555,OTP reminder,1,15,Failed,0.656,0.0,671.67,
att_12444,pay_100875,UPI payment link,3,15,Failed,0.519,0.0,4093.26,
att_12445,pay_102349,OTP reminder,3,15,Failed,0.718,0.0,589.66,
att_12446,pay_101766,UPI payment link,2,15,Failed,0.414,0.0,183.66,
att_12447,pay_104269,Alternate payment method,1,15,Failed,0.321,0.0,822.84,
att_12448,pay_103128,UPI payment link,0,15,Pending,0.329,0.0,1455.24,
att_12449,pay_104125,UPI payment link,1,15,Failed,0.405,0.0,1504.65,
att_12450,pay_104796,UPI payment link,3,15,Failed,0.431,0.0,2962.15,
att_12451,pay_101007,Email reminder,2,15,Failed,0.211,0.0,2774.31,
att_12452,pay_100666,Email reminder,1,15,Failed,0.396,0.0,5075.45,
att_12453,pay_101378,Alternate payment method,3,15,Failed,0.316,0.0,2741.37,
att_12454,pay_103373,Alternate payment method,0,15,Pending,0.388,0.0,794.75,
att_12455,pay_101736,Retry after 10 minutes,0,10,Pending,0.851,0.0,2957.29,
att_12456,pay_101090,Smart gateway retry,3,15,Recovered,0.827,2825.71,0.0,2026-05-23 12:21:00
att_12457,pay_104345,Alternate payment method,2,15,Failed,0.381,0.0,1164.78,
att_12458,pay_104339,Alternate payment method,2,15,Failed,0.344,0.0,921.93,
att_12459,pay_104133,Retry after 10 minutes,0,10,Recovered,0.865,996.14,0.0,2026-05-23 10:25:00
att_12460,pay_103926,Smart gateway retry,1,15,Failed,0.647,0.0,6859.97,
att_12461,pay_101052,Smart gateway retry,2,15,Failed,0.789,0.0,1437.24,
att_12462,pay_104084,UPI payment link,2,15,Recovered,0.413,2887.91,0.0,2026-05-23 19:04:00
att_12463,pay_100179,OTP reminder,0,15,Recovered,0.649,757.83,0.0,2026-05-23 14:38:00
att_12464,pay_100405,Email reminder,1,15,Failed,0.392,0.0,4495.2,
att_12465,pay_102253,Smart gateway retry,3,15,Recovered,0.83,1958.32,0.0,2026-05-23 22:39:00
att_12466,pay_102596,Retry after 10 minutes,1,10,Failed,0.91,0.0,2245.86,
att_12467,pay_104715,Alternate payment method,2,15,Failed,0.429,0.0,571.8,
att_12468,pay_100020,Smart gateway retry,2,15,Failed,0.86,0.0,3255.67,
att_12469,pay_103705,Smart gateway retry,0,15,Pending,0.759,0.0,6027.26,
att_12470,pay_104824,Email reminder,0,15,Pending,0.32,0.0,1001.9,
att_12471,pay_100404,UPI payment link,0,15,Pending,0.328,0.0,6505.76,
att_12472,pay_103637,OTP reminder,3,15,Recovered,0.588,1952.83,0.0,2026-05-23 19:15:00
att_12473,pay_100452,Retry after 10 minutes,1,10,Failed,0.892,0.0,945.34,
att_12474,pay_101161,UPI payment link,3,15,Failed,0.365,0.0,14546.69,
att_12475,pay_102537,UPI payment link,0,15,Pending,0.356,0.0,622.3,
att_12476,pay_104882,Smart gateway retry,1,15,Recovered,0.95,1184.35,0.0,2026-05-24 07:04:00
att_12477,pay_104999,OTP reminder,1,15,Recovered,0.621,1352.92,0.0,2026-05-24 02:03:00
att_12478,pay_103115,Email reminder,2,15,Recovered,0.475,3304.11,0.0,2026-05-24 08:54:00
att_12479,pay_104659,Retry after 10 minutes,2,10,Recovered,0.916,1372.45,0.0,2026-05-24 10:58:00
att_12480,pay_100054,Smart gateway retry,2,15,Failed,0.866,0.0,3737.87,
att_12481,pay_102947,Alternate payment method,2,15,Failed,0.391,0.0,2580.36,
att_12482,pay_100182,Smart gateway retry,2,15,Recovered,0.804,1903.8,0.0,2026-05-25 00:10:00
att_12483,pay_104362,Smart gateway retry,0,15,Recovered,0.744,3391.77,0.0,2026-05-24 21:31:00
att_12484,pay_101355,Retry after 10 minutes,2,10,Recovered,0.88,1159.44,0.0,2026-05-24 19:42:00
att_12485,pay_102663,Alternate payment method,0,15,Pending,0.571,0.0,8404.87,
att_12486,pay_102010,Alternate payment method,3,15,Recovered,0.256,1179.95,0.0,2026-05-25 03:22:00
att_12487,pay_102641,UPI payment link,2,15,Failed,0.393,0.0,4267.04,
att_12488,pay_104637,Alternate payment method,2,15,Recovered,0.471,6621.78,0.0,2026-05-25 04:18:00
att_12489,pay_103449,Alternate payment method,3,15,Recovered,0.253,338.9,0.0,2026-05-24 11:18:00
att_12490,pay_101352,Alternate payment method,3,15,Failed,0.33,0.0,2277.01,
att_12491,pay_100184,Retry after 10 minutes,3,10,Failed,0.587,0.0,3306.68,
att_12492,pay_101813,OTP reminder,2,15,Failed,0.569,0.0,15964.28,
att_12493,pay_100202,Email reminder,0,15,Pending,0.288,0.0,3895.2,
att_12494,pay_104572,Email reminder,0,15,Recovered,0.444,1124.16,0.0,2026-05-25 10:09:00
att_12495,pay_101518,UPI payment link,0,15,Pending,0.436,0.0,7274.69,
att_12496,pay_104195,OTP reminder,3,15,Recovered,0.708,1329.56,0.0,2026-05-24 20:34:00
att_12497,pay_103139,Retry after 10 minutes,0,10,Recovered,0.964,3897.64,0.0,2026-05-24 19:50:00
att_12498,pay_102976,Retry after 10 minutes,2,10,Recovered,0.805,2552.29,0.0,2026-05-24 21:57:00
att_12499,pay_101548,UPI payment link,1,15,Failed,0.479,0.0,7098.02,
att_12500,pay_100251,Email reminder,3,15,Recovered,0.619,2853.62,0.0,2026-05-24 22:58:00
att_12501,pay_103841,Alternate payment method,2,15,Failed,0.53,0.0,3437.45,
att_12502,pay_101017,Smart gateway retry,0,15,Pending,0.831,0.0,5552.13,
att_12503,pay_102539,Email reminder,2,15,Failed,0.458,0.0,13301.11,
att_12504,pay_103659,Alternate payment method,2,15,Failed,0.26,0.0,3688.22,
att_12505,pay_101119,Smart gateway retry,3,15,Recovered,0.871,2678.25,0.0,2026-05-25 04:17:00
att_12506,pay_100562,Alternate payment method,1,15,Failed,0.273,0.0,2068.78,
att_12507,pay_100234,UPI payment link,1,15,Failed,0.439,0.0,6504.29,
att_12508,pay_104292,UPI payment link,1,15,Failed,0.32,0.0,1110.21,
att_12509,pay_100717,Smart gateway retry,1,15,Recovered,0.816,2351.3,0.0,2026-05-25 17:23:00
att_12510,pay_102738,Retry after 10 minutes,1,10,Failed,0.77,0.0,1974.02,
att_12511,pay_103140,OTP reminder,3,15,Failed,0.816,0.0,2414.78,
att_12512,pay_103708,Smart gateway retry,1,15,Recovered,0.736,3274.64,0.0,2026-05-25 10:41:00
att_12513,pay_103643,Retry after 10 minutes,0,10,Recovered,0.8,2064.02,0.0,2026-05-25 07:03:00
att_12514,pay_102297,Smart gateway retry,0,15,Recovered,0.759,811.44,0.0,2026-05-25 07:08:00
att_12515,pay_104414,Smart gateway retry,3,15,Failed,0.63,0.0,3051.86,
att_12516,pay_101476,OTP reminder,2,15,Failed,0.606,0.0,1267.95,
att_12517,pay_101917,Alternate payment method,0,15,Pending,0.289,0.0,8843.86,
att_12518,pay_100283,Retry after 10 minutes,0,10,Pending,0.776,0.0,1842.54,
att_12519,pay_101115,Retry after 10 minutes,3,10,Recovered,0.96,5313.01,0.0,2026-05-26 01:33:00
att_12520,pay_102155,UPI payment link,2,15,Failed,0.36,0.0,981.38,
att_12521,pay_103014,Retry after 10 minutes,3,10,Recovered,0.812,7026.53,0.0,2026-05-25 12:25:00
att_12522,pay_101243,UPI payment link,3,15,Failed,0.409,0.0,1903.71,
att_12523,pay_101491,Alternate payment method,3,15,Failed,0.227,0.0,410.34,
att_12524,pay_104013,Retry after 10 minutes,1,10,Recovered,0.912,2649.35,0.0,2026-05-26 09:07:00
att_12525,pay_100650,Retry after 10 minutes,1,10,Recovered,0.946,850.11,0.0,2026-05-25 13:58:00
att_12526,pay_104713,Smart gateway retry,3,15,Failed,0.829,0.0,6907.16,
att_12527,pay_104216,UPI payment link,1,15,Failed,0.344,0.0,4050.93,
att_12528,pay_100443,Alternate payment method,3,15,Failed,0.149,0.0,4684.23,
att_12529,pay_104560,Alternate payment method,0,15,Pending,0.378,0.0,901.9,
att_12530,pay_104472,Alternate payment method,0,15,Pending,0.126,0.0,16321.35,
att_12531,pay_100728,Email reminder,3,15,Recovered,0.441,479.77,0.0,2026-05-25 21:51:00
att_12532,pay_101030,Email reminder,3,15,Recovered,0.413,1419.64,0.0,2026-05-26 05:31:00
att_12533,pay_104829,Email reminder,0,15,Pending,0.302,0.0,3967.78,
att_12534,pay_100281,Alternate payment method,0,15,Pending,0.411,0.0,1656.9,
att_12535,pay_102957,Retry after 10 minutes,2,10,Recovered,0.868,1881.16,0.0,2026-05-26 22:58:00
att_12536,pay_102415,OTP reminder,1,15,Failed,0.582,0.0,1621.05,
att_12537,pay_104607,UPI payment link,1,15,Failed,0.292,0.0,2924.5,
att_12538,pay_104354,Email reminder,0,15,Pending,0.574,0.0,2390.17,
att_12539,pay_102843,OTP reminder,3,15,Recovered,0.803,4873.83,0.0,2026-05-27 11:59:00
att_12540,pay_101516,Smart gateway retry,3,15,Failed,0.652,0.0,1472.7,
att_12541,pay_101145,Retry after 10 minutes,1,10,Recovered,0.98,3861.28,0.0,2026-05-26 20:58:00
att_12542,pay_104427,Alternate payment method,3,15,Failed,0.291,0.0,4835.83,
att_12543,pay_100275,Retry after 10 minutes,2,10,Recovered,0.898,3682.38,0.0,2026-05-27 09:03:00
att_12544,pay_104894,UPI payment link,0,15,Recovered,0.417,6312.69,0.0,2026-05-26 22:18:00
att_12545,pay_103854,Retry after 10 minutes,2,10,Failed,0.888,0.0,759.63,
att_12546,pay_101931,Alternate payment method,3,15,Failed,0.445,0.0,4733.76,
att_12547,pay_102685,Smart gateway retry,1,15,Recovered,0.91,7047.18,0.0,2026-05-27 10:41:00
att_12548,pay_101807,Alternate payment method,2,15,Failed,0.44,0.0,1623.59,
att_12549,pay_103655,Retry after 10 minutes,2,10,Failed,0.738,0.0,3917.76,
att_12550,pay_104889,Retry after 10 minutes,0,10,Recovered,0.98,3380.93,0.0,2026-05-27 14:31:00
att_12551,pay_103071,Email reminder,0,15,Pending,0.563,0.0,3368.67,
att_12552,pay_103922,Alternate payment method,1,15,Failed,0.098,0.0,17350.96,
att_12553,pay_100643,Alternate payment method,3,15,Failed,0.343,0.0,2239.41,
att_12554,pay_102177,Retry after 10 minutes,1,10,Recovered,0.866,6894.84,0.0,2026-05-27 04:07:00
att_12555,pay_101507,OTP reminder,1,15,Recovered,0.774,1525.79,0.0,2026-05-27 08:38:00
att_12556,pay_103426,Retry after 10 minutes,1,10,Failed,0.707,0.0,3007.74,
att_12557,pay_104111,Retry after 10 minutes,0,10,Pending,0.695,0.0,7929.55,
att_12558,pay_101100,Retry after 10 minutes,2,10,Failed,0.73,0.0,4310.12,
att_12559,pay_103261,OTP reminder,0,15,Pending,0.662,0.0,2899.04,
att_12560,pay_100767,Retry after 10 minutes,1,10,Recovered,0.641,9051.09,0.0,2026-05-27 16:04:00
att_12561,pay_104280,Retry after 10 minutes,0,10,Pending,0.814,0.0,1372.56,
att_12562,pay_101798,Retry after 10 minutes,3,10,Recovered,0.776,852.94,0.0,2026-05-27 18:17:00
att_12563,pay_102768,Alternate payment method,3,15,Failed,0.296,0.0,7657.53,
att_12564,pay_103055,Alternate payment method,3,15,Failed,0.16,0.0,4513.85,
att_12565,pay_101794,Alternate payment method,0,15,Pending,0.236,0.0,1091.52,
att_12566,pay_100784,Alternate payment method,0,15,Pending,0.463,0.0,7387.88,
att_12567,pay_100621,Alternate payment method,1,15,Recovered,0.28,2939.15,0.0,2026-05-28 09:17:00
att_12568,pay_102959,Email reminder,0,15,Pending,0.331,0.0,20499.77,
att_12569,pay_104725,UPI payment link,0,15,Pending,0.392,0.0,3931.59,
att_12570,pay_104452,UPI payment link,1,15,Recovered,0.371,929.12,0.0,2026-05-28 10:26:00
att_12571,pay_103970,Email reminder,0,15,Pending,0.508,0.0,1206.41,
att_12572,pay_101201,Retry after 10 minutes,3,10,Recovered,0.767,4213.71,0.0,2026-05-27 16:53:00
att_12573,pay_103845,Alternate payment method,3,15,Failed,0.421,0.0,4406.55,
att_12574,pay_100972,Alternate payment method,0,15,Pending,0.3,0.0,1426.07,
att_12575,pay_103137,Retry after 10 minutes,2,10,Recovered,0.9,736.22,0.0,2026-05-28 12:05:00
att_12576,pay_102238,Alternate payment method,1,15,Failed,0.428,0.0,7463.4,
att_12577,pay_101419,Email reminder,1,15,Failed,0.588,0.0,5930.94,
att_12578,pay_102455,Smart gateway retry,1,15,Recovered,0.709,4679.94,0.0,2026-05-28 20:38:00
att_12579,pay_100708,Email reminder,3,15,Failed,0.32,0.0,6872.02,
att_12580,pay_103497,UPI payment link,2,15,Failed,0.512,0.0,3437.2,
att_12581,pay_100075,Email reminder,0,15,Pending,0.468,0.0,264.31,
att_12582,pay_102979,Retry after 10 minutes,1,10,Recovered,0.69,2312.4,0.0,2026-05-28 13:14:00
att_12583,pay_101540,OTP reminder,1,15,Failed,0.573,0.0,1987.57,
att_12584,pay_103989,Smart gateway retry,3,15,Recovered,0.778,2056.79,0.0,2026-05-28 17:18:00
att_12585,pay_100518,Email reminder,3,15,Recovered,0.218,3750.08,0.0,2026-05-28 01:26:00
att_12586,pay_103873,Retry after 10 minutes,2,10,Recovered,0.88,5022.29,0.0,2026-05-28 15:51:00
att_12587,pay_104115,Smart gateway retry,3,15,Recovered,0.708,867.28,0.0,2026-05-28 03:50:00
att_12588,pay_102458,Retry after 10 minutes,2,10,Failed,0.828,0.0,923.05,
att_12589,pay_103450,OTP reminder,1,15,Failed,0.542,0.0,10722.19,
att_12590,pay_102462,Alternate payment method,0,15,Pending,0.461,0.0,9953.9,
att_12591,pay_100943,Smart gateway retry,2,15,Failed,0.699,0.0,1373.9,
att_12592,pay_100973,UPI payment link,0,15,Recovered,0.506,2321.39,0.0,2026-05-28 15:40:00
att_12593,pay_103409,Email reminder,0,15,Pending,0.605,0.0,935.38,
att_12594,pay_100289,UPI payment link,0,15,Pending,0.377,0.0,1930.73,
att_12595,pay_102394,OTP reminder,2,15,Recovered,0.535,2683.86,0.0,2026-05-28 21:54:00
att_12596,pay_102025,Retry after 10 minutes,3,10,Recovered,0.821,2091.43,0.0,2026-05-29 11:48:00
att_12597,pay_101788,Smart gateway retry,0,15,Pending,0.974,0.0,2814.31,
att_12598,pay_103937,UPI payment link,1,15,Recovered,0.24,472.19,0.0,2026-05-28 22:04:00
att_12599,pay_103635,Smart gateway retry,2,15,Recovered,0.872,851.16,0.0,2026-05-29 11:27:00
att_12600,pay_102912,Retry after 10 minutes,0,10,Pending,0.757,0.0,1299.4,
att_12601,pay_104605,UPI payment link,3,15,Failed,0.224,0.0,2756.59,
att_12602,pay_100108,OTP reminder,3,15,Failed,0.536,0.0,3220.08,
att_12603,pay_103122,Retry after 10 minutes,1,10,Recovered,0.79,872.78,0.0,2026-05-28 21:04:00
att_12604,pay_100123,OTP reminder,1,15,Failed,0.747,0.0,2155.83,
att_12605,pay_104416,Email reminder,0,15,Recovered,0.411,4033.5,0.0,2026-05-29 13:46:00
att_12606,pay_102548,Smart gateway retry,2,15,Failed,0.649,0.0,14367.2,
att_12607,pay_104706,UPI payment link,2,15,Failed,0.364,0.0,6997.51,
att_12608,pay_101430,OTP reminder,3,15,Recovered,0.745,1316.06,0.0,2026-05-29 20:20:00
att_12609,pay_102453,Alternate payment method,3,15,Recovered,0.256,2807.35,0.0,2026-05-29 00:07:00
att_12610,pay_101711,Smart gateway retry,1,15,Recovered,0.912,1118.85,0.0,2026-05-29 17:31:00
att_12611,pay_100069,Retry after 10 minutes,3,10,Failed,0.8,0.0,5917.63,
att_12612,pay_100366,Retry after 10 minutes,0,10,Pending,0.759,0.0,1333.11,
att_12613,pay_101101,UPI payment link,2,15,Recovered,0.52,3549.91,0.0,2026-05-29 03:06:00
att_12614,pay_102975,OTP reminder,3,15,Failed,0.466,0.0,5847.03,
att_12615,pay_101696,UPI payment link,2,15,Failed,0.38,0.0,3416.19,
att_12616,pay_104484,UPI payment link,1,15,Recovered,0.403,9681.26,0.0,2026-05-29 23:19:00
att_12617,pay_101967,UPI payment link,2,15,Failed,0.438,0.0,3707.03,
att_12618,pay_103138,Retry after 10 minutes,2,10,Failed,0.875,0.0,3012.51,
att_12619,pay_102526,OTP reminder,2,15,Recovered,0.583,1160.25,0.0,2026-05-29 10:03:00
att_12620,pay_104866,UPI payment link,0,15,Pending,0.299,0.0,1841.22,
att_12621,pay_101801,OTP reminder,2,15,Recovered,0.65,2574.4,0.0,2026-05-30 00:07:00
att_12622,pay_103661,OTP reminder,3,15,Failed,0.647,0.0,443.11,
att_12623,pay_103285,Retry after 10 minutes,0,10,Pending,0.841,0.0,1280.45,
att_12624,pay_104806,Alternate payment method,2,15,Recovered,0.364,4753.09,0.0,2026-05-29 23:51:00
att_12625,pay_103559,UPI payment link,0,15,Pending,0.543,0.0,1511.58,
att_12626,pay_101767,UPI payment link,3,15,Recovered,0.431,1360.97,0.0,2026-05-29 16:20:00
att_12627,pay_104342,Email reminder,0,15,Pending,0.394,0.0,4930.48,
att_12628,pay_104480,Email reminder,3,15,Recovered,0.609,837.21,0.0,2026-05-30 07:07:00
att_12629,pay_100473,Email reminder,1,15,Failed,0.44,0.0,2040.73,
att_12630,pay_103089,UPI payment link,0,15,Pending,0.072,0.0,4831.85,
att_12631,pay_101498,OTP reminder,3,15,Recovered,0.688,1197.15,0.0,2026-05-29 12:48:00
att_12632,pay_100276,UPI payment link,1,15,Recovered,0.292,6554.81,0.0,2026-05-30 07:31:00
att_12633,pay_101074,Retry after 10 minutes,0,10,Pending,0.713,0.0,1681.24,
att_12634,pay_100053,Retry after 10 minutes,1,10,Failed,0.684,0.0,730.19,
att_12635,pay_104179,OTP reminder,0,15,Recovered,0.726,3969.17,0.0,2026-05-30 10:25:00
att_12636,pay_100709,OTP reminder,3,15,Recovered,0.695,2153.85,0.0,2026-05-30 00:56:00
att_12637,pay_102643,Email reminder,0,15,Pending,0.361,0.0,4119.82,
att_12638,pay_101247,Alternate payment method,2,15,Recovered,0.324,11520.67,0.0,2026-05-29 23:42:00
att_12639,pay_101953,Retry after 10 minutes,0,10,Pending,0.8,0.0,2257.82,
att_12640,pay_102353,Smart gateway retry,0,15,Recovered,0.691,3376.52,0.0,2026-05-30 18:13:00
att_12641,pay_102076,Smart gateway retry,1,15,Recovered,0.806,2283.89,0.0,2026-05-30 18:33:00
att_12642,pay_102408,UPI payment link,3,15,Recovered,0.276,4496.86,0.0,2026-05-30 11:52:00
att_12643,pay_102464,Retry after 10 minutes,3,10,Failed,0.949,0.0,10269.74,
att_12644,pay_103953,Email reminder,3,15,Recovered,0.543,32271.51,0.0,2026-05-30 06:46:00
att_12645,pay_102715,Alternate payment method,1,15,Failed,0.231,0.0,765.07,
att_12646,pay_103291,OTP reminder,0,15,Pending,0.585,0.0,1928.46,
att_12647,pay_103630,UPI payment link,1,15,Failed,0.482,0.0,1863.2,
att_12648,pay_100230,Retry after 10 minutes,3,10,Recovered,0.837,419.1,0.0,2026-05-30 09:11:00
att_12649,pay_100484,Smart gateway retry,1,15,Failed,0.648,0.0,350.82,
att_12650,pay_100072,UPI payment link,0,15,Pending,0.306,0.0,8595.77,
att_12651,pay_100611,Smart gateway retry,0,15,Recovered,0.848,1341.91,0.0,2026-05-31 06:10:00
att_12652,pay_104322,OTP reminder,1,15,Failed,0.563,0.0,2863.18,
att_12653,pay_104166,Email reminder,1,15,Failed,0.518,0.0,545.12,
att_12654,pay_104741,Retry after 10 minutes,3,10,Failed,0.781,0.0,9525.87,
att_12655,pay_100175,Email reminder,2,15,Failed,0.588,0.0,5075.04,
att_12656,pay_102581,Smart gateway retry,2,15,Recovered,0.725,4110.3,0.0,2026-05-30 12:20:00
att_12657,pay_102188,UPI payment link,1,15,Failed,0.268,0.0,3305.13,
att_12658,pay_102729,Smart gateway retry,1,15,Failed,0.813,0.0,694.75,
att_12659,pay_100938,Alternate payment method,0,15,Recovered,0.61,4944.12,0.0,2026-05-30 19:04:00
att_12660,pay_102273,Retry after 10 minutes,0,10,Pending,0.92,0.0,4693.92,
att_12661,pay_103131,Smart gateway retry,0,15,Pending,0.755,0.0,10636.42,
att_12662,pay_102019,Alternate payment method,3,15,Failed,0.246,0.0,4980.49,
att_12663,pay_101212,UPI payment link,3,15,Failed,0.332,0.0,666.63,
att_12664,pay_101519,Smart gateway retry,3,15,Failed,0.598,0.0,1661.93,
att_12665,pay_100646,Smart gateway retry,3,15,Recovered,0.937,2398.82,0.0,2026-05-31 15:25:00
att_12666,pay_104178,Email reminder,3,15,Recovered,0.456,19137.84,0.0,2026-05-31 08:29:00
att_12667,pay_100334,Retry after 10 minutes,1,10,Failed,0.844,0.0,1682.41,
att_12668,pay_102506,Alternate payment method,2,15,Failed,0.509,0.0,931.87,
att_12669,pay_103015,Alternate payment method,0,15,Recovered,0.435,1378.68,0.0,2026-05-31 01:06:00
att_12670,pay_100904,UPI payment link,3,15,Recovered,0.474,5156.23,0.0,2026-05-31 07:32:00
att_12671,pay_100113,UPI payment link,0,15,Pending,0.332,0.0,4126.26,
att_12672,pay_100797,Retry after 10 minutes,0,10,Recovered,0.764,1478.74,0.0,2026-05-31 04:46:00
att_12673,pay_104525,Alternate payment method,0,15,Pending,0.411,0.0,4289.12,
att_12674,pay_100915,UPI payment link,2,15,Failed,0.39,0.0,16045.98,
att_12675,pay_102003,Retry after 10 minutes,1,10,Failed,0.88,0.0,555.34,
att_12676,pay_101554,Retry after 10 minutes,2,10,Failed,0.528,0.0,1202.04,
att_12677,pay_100204,Alternate payment method,1,15,Failed,0.395,0.0,8122.68,
att_12678,pay_104049,UPI payment link,1,15,Failed,0.611,0.0,3066.09,
att_12679,pay_102844,OTP reminder,1,15,Recovered,0.666,2655.43,0.0,2026-06-01 04:09:00
att_12680,pay_102845,OTP reminder,3,15,Failed,0.408,0.0,16458.08,
att_12681,pay_102179,Alternate payment method,1,15,Failed,0.507,0.0,1181.33,
att_12682,pay_100870,UPI payment link,2,15,Failed,0.386,0.0,4950.55,
att_12683,pay_102990,Alternate payment method,3,15,Failed,0.252,0.0,2119.18,
att_12684,pay_101742,Retry after 10 minutes,3,10,Recovered,0.885,4634.1,0.0,2026-06-01 05:39:00
att_12685,pay_100221,Smart gateway retry,1,15,Failed,0.802,0.0,12311.99,
att_12686,pay_100536,Alternate payment method,2,15,Failed,0.343,0.0,3023.94,
att_12687,pay_104423,OTP reminder,0,15,Pending,0.658,0.0,1777.47,
att_12688,pay_103442,Email reminder,0,15,Pending,0.542,0.0,2308.14,
att_12689,pay_101457,Email reminder,1,15,Recovered,0.547,2641.92,0.0,2026-05-31 18:27:00
att_12690,pay_103883,Alternate payment method,0,15,Pending,0.293,0.0,3841.0,
att_12691,pay_101802,Smart gateway retry,2,15,Recovered,0.729,6001.82,0.0,2026-06-01 01:36:00
att_12692,pay_104024,UPI payment link,2,15,Failed,0.471,0.0,2247.42,
att_12693,pay_102336,UPI payment link,1,15,Failed,0.475,0.0,342.43,
att_12694,pay_101565,Alternate payment method,3,15,Failed,0.381,0.0,4978.53,
att_12695,pay_102390,UPI payment link,0,15,Pending,0.39,0.0,866.94,
att_12696,pay_102204,Retry after 10 minutes,3,10,Failed,0.832,0.0,5366.36,
att_12697,pay_100791,Alternate payment method,1,15,Failed,0.338,0.0,2860.8,
att_12698,pay_101852,Retry after 10 minutes,3,10,Recovered,0.861,1043.69,0.0,2026-06-01 15:32:00
att_12699,pay_103396,Alternate payment method,0,15,Pending,0.318,0.0,2004.37,
att_12700,pay_100505,OTP reminder,2,15,Recovered,0.647,764.08,0.0,2026-06-01 19:28:00
att_12701,pay_100832,Retry after 10 minutes,1,10,Recovered,0.724,926.74,0.0,2026-06-01 16:25:00
att_12702,pay_101367,UPI payment link,2,15,Failed,0.287,0.0,5206.67,
att_12703,pay_102046,UPI payment link,3,15,Failed,0.362,0.0,5403.47,
att_12704,pay_102242,Retry after 10 minutes,1,10,Recovered,0.437,1605.54,0.0,2026-06-01 15:44:00
